"代码","简称","时间","收盘价(原始币种)","市净率"
"01638.HK","佳兆业集团","2014-05-02","2.6285","0.5402"
"01638.HK","佳兆业集团","2014-05-09","2.4855","0.5108"
"01638.HK","佳兆业集团","2014-05-16","2.6725","0.5492"
"01638.HK","佳兆业集团","2014-05-23","2.6945","0.5538"
"01638.HK","佳兆业集团","2014-05-30","2.6505","0.5541"
"01638.HK","佳兆业集团","2014-06-06","2.6395","0.5518"
"01638.HK","佳兆业集团","2014-06-13","2.6395","0.5518"
"01638.HK","佳兆业集团","2014-06-20","2.4965","0.5219"
"01638.HK","佳兆业集团","2014-06-27","2.5075","0.5242"
"01638.HK","佳兆业集团","2014-07-04","2.7495","0.5750"
"01638.HK","佳兆业集团","2014-07-11","2.7495","0.5750"
"01638.HK","佳兆业集团","2014-07-18","2.7935","0.5842"
"01638.HK","佳兆业集团","2014-07-25","3.0684","0.6417"
"01638.HK","佳兆业集团","2014-08-01","3.1234","0.6553"
"01638.HK","佳兆业集团","2014-08-08","3.0464","0.6391"
"01638.HK","佳兆业集团","2014-08-15","3.0794","0.6460"
"01638.HK","佳兆业集团","2014-08-22","3.1014","0.6530"
"01638.HK","佳兆业集团","2014-08-29","3.1344","0.6600"
"01638.HK","佳兆业集团","2014-09-05","3.3434","0.7069"
"01638.HK","佳兆业集团","2014-09-12","3.2884","0.6953"
"01638.HK","佳兆业集团","2014-09-19","3.3873","0.7162"
"01638.HK","佳兆业集团","2014-09-26","3.3214","0.7022"
"01638.HK","佳兆业集团","2014-10-03","3.4643","0.7331"
"01638.HK","佳兆业集团","2014-10-10","3.4533","0.7308"
"01638.HK","佳兆业集团","2014-10-17","2.9144","0.6168"
"01638.HK","佳兆业集团","2014-10-24","3.1014","0.6563"
"01638.HK","佳兆业集团","2014-10-31","3.1674","0.6707"
"01638.HK","佳兆业集团","2014-11-07","3.2004","0.6778"
"01638.HK","佳兆业集团","2014-11-14","3.1454","0.6662"
"01638.HK","佳兆业集团","2014-11-21","3.0684","0.6499"
