"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)"
"000990.SH","全指消费","2013/06/27","5,192.3400","5,115.5000","5,241.6800","5,113.8000"
"000990.SH","全指消费","2013/06/28","5,093.0700","5,140.4500","5,211.3000","5,077.2300"
"000990.SH","全指消费","2013/07/01","5,125.9000","5,236.4000","5,238.4600","5,112.2800"
"000990.SH","全指消费","2013/07/02","5,246.5300","5,373.0700","5,390.3000","5,240.6300"
"000990.SH","全指消费","2013/07/03","5,379.3400","5,404.6300","5,413.6500","5,316.0000"
"000990.SH","全指消费","2013/07/04","5,375.2900","5,396.3200","5,440.7500","5,343.9800"
"000990.SH","全指消费","2013/07/05","5,394.7500","5,375.3300","5,427.5300","5,375.3300"
"000990.SH","全指消费","2013/07/08","5,311.0100","5,262.4900","5,361.4700","5,241.4000"
"000990.SH","全指消费","2013/07/09","5,253.7600","5,247.3600","5,276.8500","5,212.7700"
"000990.SH","全指消费","2013/07/10","5,240.9300","5,341.8300","5,341.8300","5,228.5400"
"000990.SH","全指消费","2013/07/11","5,346.7700","5,454.6600","5,501.7800","5,322.8500"
"000990.SH","全指消费","2013/07/12","5,440.0800","5,423.2100","5,511.5900","5,417.8400"
"000990.SH","全指消费","2013/07/15","5,423.7200","5,487.2700","5,497.2400","5,397.5800"
"000990.SH","全指消费","2013/07/16","5,481.0200","5,530.9000","5,532.2600","5,438.6700"
"000990.SH","全指消费","2013/07/17","5,516.1200","5,403.1700","5,520.0000","5,395.3000"
"000990.SH","全指消费","2013/07/18","5,379.7700","5,360.2300","5,410.6600","5,332.9600"
"000990.SH","全指消费","2013/07/19","5,355.7100","5,232.1400","5,372.0400","5,229.4100"
"000990.SH","全指消费","2013/07/22","5,193.4400","5,284.2900","5,289.8900","5,173.6300"
"000990.SH","全指消费","2013/07/23","5,299.3600","5,404.5500","5,408.6600","5,291.5700"
"000990.SH","全指消费","2013/07/24","5,396.5100","5,407.1400","5,433.5500","5,338.5300"
"000990.SH","全指消费","2013/07/25","5,408.8000","5,417.5300","5,464.6700","5,357.2700"
"000990.SH","全指消费","2013/07/26","5,388.8300","5,354.7700","5,403.7000","5,324.6700"
"000990.SH","全指消费","2013/07/29","5,318.8700","5,256.2800","5,318.8700","5,247.0000"
"000990.SH","全指消费","2013/07/30","5,258.4100","5,269.6200","5,309.2800","5,202.1600"
"000990.SH","全指消费","2013/07/31","5,270.8600","5,237.7000","5,307.2800","5,227.5800"
"000990.SH","全指消费","2013/08/01","5,258.6600","5,324.6700","5,325.1300","5,246.9300"
"000990.SH","全指消费","2013/08/02","5,341.8400","5,372.4300","5,393.2200","5,341.5800"
"000990.SH","全指消费","2013/08/05","5,412.4300","5,490.0600","5,490.1700","5,400.2100"
"000990.SH","全指消费","2013/08/06","5,485.8100","5,519.7700","5,532.3100","5,462.5300"
"000990.SH","全指消费","2013/08/07","5,518.2200","5,503.4200","5,551.3000","5,477.2900"
"000990.SH","全指消费","2013/08/08","5,489.5000","5,506.8500","5,527.7400","5,467.9200"
"000990.SH","全指消费","2013/08/09","5,517.8300","5,520.8000","5,570.6600","5,471.3000"
"000990.SH","全指消费","2013/08/12","5,534.1800","5,616.0500","5,616.2500","5,529.5400"
"000990.SH","全指消费","2013/08/13","5,616.0900","5,605.9100","5,621.1000","5,577.2200"
"000990.SH","全指消费","2013/08/14","5,605.7600","5,570.2800","5,649.4800","5,555.1600"
"000990.SH","全指消费","2013/08/15","5,576.2700","5,518.3100","5,593.9500","5,516.8000"
"000990.SH","全指消费","2013/08/16","5,505.8600","5,416.4400","5,589.8800","5,411.1800"
"000990.SH","全指消费","2013/08/19","5,409.3500","5,496.4400","5,497.7000","5,407.1200"
"000990.SH","全指消费","2013/08/20","5,488.3700","5,484.7000","5,544.5000","5,469.8600"
"000990.SH","全指消费","2013/08/21","5,498.4100","5,496.5100","5,498.5000","5,446.5600"
"000990.SH","全指消费","2013/08/22","5,487.2600","5,488.1400","5,522.8600","5,475.4600"
"000990.SH","全指消费","2013/08/23","5,501.4400","5,462.4700","5,515.1000","5,386.3700"
"000990.SH","全指消费","2013/08/26","5,468.3000","5,541.2800","5,541.2800","5,458.5600"
"000990.SH","全指消费","2013/08/27","5,538.2900","5,570.5000","5,570.6600","5,522.1500"
"000990.SH","全指消费","2013/08/28","5,544.8100","5,510.4800","5,544.8600","5,485.2900"
"000990.SH","全指消费","2013/08/29","5,513.3600","5,501.3300","5,526.0300","5,470.5800"
"000990.SH","全指消费","2013/08/30","5,491.9400","5,451.2800","5,512.0900","5,431.2400"
"000990.SH","全指消费","2013/09/02","5,460.5600","5,446.6300","5,466.0300","5,384.6100"
"000990.SH","全指消费","2013/09/03","5,460.7200","5,548.1600","5,552.5300","5,457.6500"
"000990.SH","全指消费","2013/09/04","5,558.8600","5,559.7200","5,564.4900","5,519.3900"
"000990.SH","全指消费","2013/09/05","5,545.4100","5,595.0800","5,608.7000","5,509.0100"
"000990.SH","全指消费","2013/09/06","5,575.0400","5,584.5000","5,609.2200","5,562.6700"
"000990.SH","全指消费","2013/09/09","5,602.4600","5,631.6700","5,637.9400","5,588.3900"
"000990.SH","全指消费","2013/09/10","5,636.5100","5,660.3900","5,667.8600","5,620.0900"
"000990.SH","全指消费","2013/09/11","5,662.5200","5,690.1100","5,705.6700","5,593.8700"
"000990.SH","全指消费","2013/09/12","5,668.9000","5,664.7500","5,691.2100","5,656.5800"
"000990.SH","全指消费","2013/09/13","5,670.8500","5,736.1700","5,761.2300","5,664.5600"
"000990.SH","全指消费","2013/09/16","5,737.5300","5,709.8900","5,764.0800","5,703.1400"
"000990.SH","全指消费","2013/09/17","5,699.6600","5,596.5600","5,700.8600","5,594.6700"
"000990.SH","全指消费","2013/09/18","5,566.9500","5,598.0200","5,614.9700","5,557.4200"
"000990.SH","全指消费","2013/09/23","5,621.3500","5,680.2100","5,681.7000","5,617.1900"
"000990.SH","全指消费","2013/09/24","5,686.9900","5,728.6200","5,737.7100","5,657.6800"
"000990.SH","全指消费","2013/09/25","5,724.6600","5,714.1300","5,755.5700","5,690.1700"
"000990.SH","全指消费","2013/09/26","5,696.6000","5,701.8700","5,770.0200","5,692.2300"
"000990.SH","全指消费","2013/09/27","5,684.5000","5,687.8300","5,734.3400","5,674.3200"
"000990.SH","全指消费","2013/09/30","5,696.5800","5,761.5600","5,764.9600","5,679.6700"
"000990.SH","全指消费","2013/10/08","5,757.0700","5,823.7600","5,857.4100","5,745.7300"
"000990.SH","全指消费","2013/10/09","5,802.4100","5,888.4000","5,888.6600","5,781.0900"
"000990.SH","全指消费","2013/10/10","5,883.6800","5,874.8800","5,940.2200","5,855.2600"
"000990.SH","全指消费","2013/10/11","5,878.3000","5,954.6100","5,963.3000","5,878.3000"
"000990.SH","全指消费","2013/10/14","5,974.8800","6,075.7600","6,099.0600","5,974.8800"
"000990.SH","全指消费","2013/10/15","6,079.8100","6,131.8300","6,149.1800","6,071.4200"
"000990.SH","全指消费","2013/10/16","6,114.9900","6,016.5900","6,114.9900","5,981.5900"
"000990.SH","全指消费","2013/10/17","6,023.8000","6,009.7700","6,056.1200","5,970.0200"
"000990.SH","全指消费","2013/10/18","6,000.2300","6,031.8000","6,038.1100","5,968.5200"
"000990.SH","全指消费","2013/10/21","6,042.6700","6,231.4100","6,237.1100","6,042.6700"
"000990.SH","全指消费","2013/10/22","6,219.7000","6,181.7400","6,252.7100","6,162.4500"
"000990.SH","全指消费","2013/10/23","6,172.4100","5,966.5900","6,178.7100","5,943.0500"
"000990.SH","全指消费","2013/10/24","5,946.1600","5,901.1800","5,989.7900","5,883.2100"
"000990.SH","全指消费","2013/10/25","5,908.6300","5,742.3700","5,930.1200","5,686.2800"
"000990.SH","全指消费","2013/10/28","5,701.6200","5,700.0400","5,748.5500","5,664.2900"
"000990.SH","全指消费","2013/10/29","5,676.2200","5,616.2000","5,734.5100","5,486.4900"
"000990.SH","全指消费","2013/10/30","5,603.3700","5,694.6200","5,696.1400","5,599.4200"
"000990.SH","全指消费","2013/10/31","5,610.0400","5,566.6600","5,610.4800","5,556.5900"
"000990.SH","全指消费","2013/11/01","5,519.7300","5,534.6500","5,562.4300","5,477.6500"
"000990.SH","全指消费","2013/11/04","5,550.7900","5,553.7100","5,604.5900","5,543.6300"
"000990.SH","全指消费","2013/11/05","5,525.2400","5,603.9100","5,604.6900","5,472.5000"
"000990.SH","全指消费","2013/11/06","5,592.3800","5,559.9500","5,636.8700","5,556.1800"
"000990.SH","全指消费","2013/11/07","5,542.5000","5,482.0700","5,555.4300","5,462.6900"
"000990.SH","全指消费","2013/11/08","5,436.5300","5,406.9800","5,475.9700","5,399.0800"
"000990.SH","全指消费","2013/11/11","5,400.9300","5,480.3200","5,509.9300","5,391.7200"
"000990.SH","全指消费","2013/11/12","5,472.5400","5,566.6900","5,590.2300","5,468.1100"
"000990.SH","全指消费","2013/11/13","5,548.5300","5,481.6300","5,548.5300","5,478.2400"
"000990.SH","全指消费","2013/11/14","5,476.5100","5,559.0400","5,561.4400","5,464.5500"
"000990.SH","全指消费","2013/11/15","5,551.2900","5,651.3800","5,704.2800","5,549.5400"
"000990.SH","全指消费","2013/11/18","5,719.2800","5,776.1900","5,776.9000","5,694.3900"
"000990.SH","全指消费","2013/11/19","5,776.6800","5,724.4500","5,776.7300","5,699.7300"
"000990.SH","全指消费","2013/11/20","5,740.3000","5,738.9800","5,747.7200","5,691.5100"
"000990.SH","全指消费","2013/11/21","5,711.4700","5,698.8900","5,711.6800","5,659.2800"
"000990.SH","全指消费","2013/11/22","5,705.7300","5,682.4900","5,729.7600","5,663.4400"
"000990.SH","全指消费","2013/11/25","5,660.3300","5,675.2700","5,727.1000","5,647.5700"
"000990.SH","全指消费","2013/11/26","5,662.0000","5,672.9700","5,699.1200","5,641.1000"
"000990.SH","全指消费","2013/11/27","5,671.3300","5,707.8200","5,719.1500","5,651.5000"
"000990.SH","全指消费","2013/11/28","5,719.5800","5,788.3700","5,825.5300","5,719.5800"
"000990.SH","全指消费","2013/11/29","5,789.9900","5,801.7500","5,803.1200","5,763.6200"
"000990.SH","全指消费","2013/12/02","5,701.0700","5,571.2900","5,743.8500","5,555.9900"
"000990.SH","全指消费","2013/12/03","5,558.4900","5,697.7600","5,704.3300","5,549.3200"
"000990.SH","全指消费","2013/12/04","5,698.2700","5,789.6000","5,814.0400","5,685.0100"
"000990.SH","全指消费","2013/12/05","5,806.9800","5,785.3800","5,811.9300","5,761.4600"
"000990.SH","全指消费","2013/12/06","5,769.0800","5,783.1400","5,794.4300","5,756.8000"
"000990.SH","全指消费","2013/12/09","5,790.3100","5,831.4300","5,832.5800","5,768.6100"
"000990.SH","全指消费","2013/12/10","5,827.6900","5,821.6700","5,841.1500","5,787.5600"
"000990.SH","全指消费","2013/12/11","5,794.0200","5,776.3900","5,794.0200","5,748.3500"
"000990.SH","全指消费","2013/12/12","5,769.9000","5,775.6400","5,820.7900","5,764.0900"
"000990.SH","全指消费","2013/12/13","5,737.7700","5,764.3400","5,792.2800","5,725.6500"
"000990.SH","全指消费","2013/12/16","5,775.4900","5,666.0700","5,783.1400","5,664.5800"
"000990.SH","全指消费","2013/12/17","5,659.0400","5,627.5800","5,672.5700","5,623.0900"
"000990.SH","全指消费","2013/12/18","5,624.8600","5,622.8200","5,652.6300","5,606.8600"
"000990.SH","全指消费","2013/12/19","5,635.9600","5,565.2100","5,650.3100","5,560.4900"
"000990.SH","全指消费","2013/12/20","5,570.5200","5,541.5500","5,596.1100","5,502.7900"
"000990.SH","全指消费","2013/12/23","5,533.4200","5,535.3200","5,546.9400","5,462.6000"
"000990.SH","全指消费","2013/12/24","5,543.8500","5,553.8100","5,602.3100","5,512.9500"
"000990.SH","全指消费","2013/12/25","5,559.5100","5,604.1500","5,604.4100","5,534.0400"
"000990.SH","全指消费","2013/12/26","5,606.0400","5,526.5600","5,615.0800","5,522.8100"
"000990.SH","全指消费","2013/12/27","5,522.5400","5,594.9400","5,610.3700","5,514.9100"
"000990.SH","全指消费","2013/12/30","5,613.4500","5,618.8500","5,633.2000","5,596.4600"
"000990.SH","全指消费","2013/12/31","5,595.9200","5,684.3500","5,686.3500","5,567.9300"
"000990.SH","全指消费","2014/01/02","5,668.5900","5,654.0000","5,668.5900","5,619.2400"
"000990.SH","全指消费","2014/01/03","5,631.7100","5,598.9100","5,638.6900","5,574.8400"
"000990.SH","全指消费","2014/01/06","5,581.0900","5,431.5200","5,581.0900","5,430.6000"
"000990.SH","全指消费","2014/01/07","5,398.2000","5,449.1500","5,455.4400","5,388.2300"
"000990.SH","全指消费","2014/01/08","5,450.8900","5,472.3300","5,511.8800","5,448.0200"
"000990.SH","全指消费","2014/01/09","5,454.9400","5,408.0600","5,529.3700","5,401.9100"
"000990.SH","全指消费","2014/01/10","5,384.6700","5,379.3500","5,425.2100","5,368.9000"
"000990.SH","全指消费","2014/01/13","5,385.4400","5,376.6800","5,426.5800","5,355.7300"
"000990.SH","全指消费","2014/01/14","5,376.3400","5,449.1400","5,449.7100","5,367.0600"
"000990.SH","全指消费","2014/01/15","5,438.4500","5,452.6600","5,454.0200","5,408.3300"
"000990.SH","全指消费","2014/01/16","5,449.8100","5,476.3700","5,497.0800","5,445.0900"
"000990.SH","全指消费","2014/01/17","5,463.8200","5,361.8100","5,463.8200","5,356.2200"
"000990.SH","全指消费","2014/01/20","5,365.3300","5,333.3400","5,404.5900","5,299.1300"
"000990.SH","全指消费","2014/01/21","5,315.6200","5,350.2400","5,371.6800","5,315.6200"
"000990.SH","全指消费","2014/01/22","5,351.6300","5,492.4000","5,492.7600","5,348.5000"
"000990.SH","全指消费","2014/01/23","5,504.8500","5,490.6000","5,535.8500","5,482.8300"
"000990.SH","全指消费","2014/01/24","5,486.5400","5,524.6600","5,528.0600","5,475.6700"
"000990.SH","全指消费","2014/01/27","5,499.2700","5,478.6600","5,519.1300","5,462.4900"
"000990.SH","全指消费","2014/01/28","5,469.4200","5,423.9600","5,494.6500","5,395.0600"
"000990.SH","全指消费","2014/01/29","5,437.2300","5,386.8600","5,454.6900","5,368.6600"
"000990.SH","全指消费","2014/01/30","5,379.4800","5,306.0700","5,379.4800","5,291.4400"
"000990.SH","全指消费","2014/02/07","5,284.5600","5,376.0700","5,376.4700","5,267.5600"
"000990.SH","全指消费","2014/02/10","5,387.2500","5,504.5600","5,506.5500","5,386.6600"
"000990.SH","全指消费","2014/02/11","5,503.0700","5,538.3000","5,559.8400","5,483.0000"
"000990.SH","全指消费","2014/02/12","5,543.0500","5,581.3000","5,582.0600","5,500.8900"
"000990.SH","全指消费","2014/02/13","5,574.8500","5,531.6500","5,599.0500","5,528.9900"
"000990.SH","全指消费","2014/02/14","5,529.7400","5,641.3100","5,642.1900","5,529.6500"
"000990.SH","全指消费","2014/02/17","5,666.4600","5,721.5500","5,721.9600","5,652.6700"
"000990.SH","全指消费","2014/02/18","5,714.6800","5,670.5600","5,714.6800","5,654.7400"
"000990.SH","全指消费","2014/02/19","5,661.7000","5,696.7300","5,719.6100","5,654.1200"
"000990.SH","全指消费","2014/02/20","5,701.8800","5,664.9100","5,728.7800","5,627.4900"
"000990.SH","全指消费","2014/02/21","5,649.7900","5,619.8000","5,665.9100","5,587.6600"
"000990.SH","全指消费","2014/02/24","5,593.0200","5,558.4700","5,593.0200","5,498.5100"
"000990.SH","全指消费","2014/02/25","5,567.3700","5,357.8100","5,590.4800","5,334.7200"
"000990.SH","全指消费","2014/02/26","5,328.3900","5,357.5800","5,362.8900","5,274.3600"
"000990.SH","全指消费","2014/02/27","5,364.2700","5,297.4200","5,389.6800","5,292.2500"
"000990.SH","全指消费","2014/02/28","5,282.1700","5,389.7500","5,390.5600","5,277.0000"
"000990.SH","全指消费","2014/03/03","5,380.7100","5,495.3500","5,495.3500","5,374.0100"
"000990.SH","全指消费","2014/03/04","5,466.0500","5,456.4500","5,497.9900","5,424.1500"
"000990.SH","全指消费","2014/03/05","5,469.9300","5,485.4100","5,523.0700","5,432.4800"
"000990.SH","全指消费","2014/03/06","5,468.2900","5,469.2200","5,480.1800","5,403.5600"
"000990.SH","全指消费","2014/03/07","5,466.0400","5,486.2000","5,502.6900","5,439.3400"
"000990.SH","全指消费","2014/03/10","5,453.2900","5,356.2600","5,468.4800","5,349.9100"
"000990.SH","全指消费","2014/03/11","5,341.7200","5,431.5800","5,444.1900","5,340.1300"
"000990.SH","全指消费","2014/03/12","5,411.4500","5,421.1500","5,468.9300","5,362.8500"
"000990.SH","全指消费","2014/03/13","5,422.1100","5,563.7400","5,567.5800","5,422.1100"
"000990.SH","全指消费","2014/03/14","5,540.9800","5,508.5800","5,541.6700","5,476.8300"
"000990.SH","全指消费","2014/03/17","5,519.3400","5,549.3800","5,550.2800","5,486.4600"
"000990.SH","全指消费","2014/03/18","5,554.7000","5,589.4600","5,656.1600","5,551.7800"
"000990.SH","全指消费","2014/03/19","5,567.9200","5,527.5500","5,573.3800","5,495.1900"
"000990.SH","全指消费","2014/03/20","5,517.5400","5,404.5800","5,537.7300","5,403.4500"
"000990.SH","全指消费","2014/03/21","5,384.0600","5,504.8800","5,511.2900","5,351.1100"
"000990.SH","全指消费","2014/03/24","5,501.8100","5,517.7000","5,533.3100","5,475.4800"
"000990.SH","全指消费","2014/03/25","5,490.2300","5,486.2900","5,499.2800","5,446.0900"
"000990.SH","全指消费","2014/03/26","5,483.1400","5,459.1500","5,510.1200","5,452.5300"
"000990.SH","全指消费","2014/03/27","5,452.9600","5,368.9900","5,460.6600","5,368.9900"
"000990.SH","全指消费","2014/03/28","5,361.4200","5,290.5300","5,384.4600","5,281.2100"
"000990.SH","全指消费","2014/03/31","5,292.3300","5,304.2700","5,339.6700","5,277.7400"
"000990.SH","全指消费","2014/04/01","5,302.0700","5,402.6700","5,402.8600","5,291.3700"
"000990.SH","全指消费","2014/04/02","5,403.6800","5,402.9700","5,430.4500","5,387.9500"
"000990.SH","全指消费","2014/04/03","5,416.4400","5,378.8800","5,421.9700","5,365.4000"
"000990.SH","全指消费","2014/04/04","5,368.5900","5,434.2400","5,434.5000","5,356.2500"
"000990.SH","全指消费","2014/04/08","5,418.9100","5,523.8200","5,524.0600","5,410.5000"
"000990.SH","全指消费","2014/04/09","5,532.4300","5,547.8700","5,563.5200","5,516.8600"
"000990.SH","全指消费","2014/04/10","5,547.4900","5,596.6600","5,614.9500","5,510.7200"
"000990.SH","全指消费","2014/04/11","5,605.4100","5,650.7100","5,696.0500","5,604.1700"
"000990.SH","全指消费","2014/04/14","5,632.5200","5,665.8600","5,672.6100","5,623.4200"
"000990.SH","全指消费","2014/04/15","5,642.9500","5,620.5500","5,658.6700","5,613.0400"
"000990.SH","全指消费","2014/04/16","5,606.9300","5,612.0000","5,631.4700","5,584.4000"
"000990.SH","全指消费","2014/04/17","5,621.8700","5,613.8800","5,645.2300","5,603.3300"
"000990.SH","全指消费","2014/04/18","5,597.3900","5,629.0700","5,640.0700","5,574.2600"
"000990.SH","全指消费","2014/04/21","5,589.3000","5,521.4900","5,628.6200","5,519.8800"
"000990.SH","全指消费","2014/04/22","5,516.0800","5,510.8400","5,548.8500","5,446.7200"
"000990.SH","全指消费","2014/04/23","5,506.3700","5,541.2000","5,569.3600","5,502.6300"
"000990.SH","全指消费","2014/04/24","5,528.5300","5,512.6800","5,540.8900","5,494.3700"
"000990.SH","全指消费","2014/04/25","5,481.3000","5,362.6600","5,486.3000","5,359.8000"
"000990.SH","全指消费","2014/04/28","5,341.8900","5,220.0000","5,346.2800","5,216.2900"
"000990.SH","全指消费","2014/04/29","5,204.9300","5,291.8000","5,293.5600","5,203.8600"
"000990.SH","全指消费","2014/04/30","5,318.0100","5,337.8700","5,338.7100","5,304.5400"
"000990.SH","全指消费","2014/05/05","5,319.5300","5,368.1300","5,377.1300","5,278.6000"
"000990.SH","全指消费","2014/05/06","5,359.8900","5,385.1900","5,415.2200","5,359.0300"
"000990.SH","全指消费","2014/05/07","5,372.7500","5,309.1700","5,372.7500","5,306.3000"
"000990.SH","全指消费","2014/05/08","5,301.3100","5,296.6600","5,365.9500","5,293.0400"
"000990.SH","全指消费","2014/05/09","5,298.4900","5,264.7100","5,304.1800","5,229.3100"
"000990.SH","全指消费","2014/05/12","5,298.4100","5,353.1900","5,357.2000","5,257.2400"
"000990.SH","全指消费","2014/05/13","5,348.8500","5,362.7500","5,368.3700","5,340.8800"
"000990.SH","全指消费","2014/05/14","5,352.3800","5,321.8500","5,356.0100","5,311.9500"
"000990.SH","全指消费","2014/05/15","5,321.6000","5,244.3200","5,332.6000","5,240.0700"
"000990.SH","全指消费","2014/05/16","5,236.1000","5,235.1800","5,245.5100","5,190.5500"
"000990.SH","全指消费","2014/05/19","5,212.4700","5,179.0000","5,214.5800","5,143.7200"
"000990.SH","全指消费","2014/05/20","5,194.6300","5,157.3200","5,226.5100","5,140.1900"
"000990.SH","全指消费","2014/05/21","5,140.3100","5,226.9300","5,229.4900","5,117.7800"
"000990.SH","全指消费","2014/05/22","5,221.5000","5,198.4900","5,270.8700","5,197.5100"
"000990.SH","全指消费","2014/05/23","5,190.7800","5,237.3000","5,238.1900","5,183.7500"
"000990.SH","全指消费","2014/05/26","5,266.2900","5,280.6600","5,281.6000","5,259.9300"
"000990.SH","全指消费","2014/05/27","5,275.6800","5,255.9300","5,291.7800","5,250.5200"
"000990.SH","全指消费","2014/05/28","5,248.9700","5,280.2500","5,283.0300","5,227.8400"
"000990.SH","全指消费","2014/05/29","5,284.2000","5,250.6700","5,308.7800","5,250.1200"
"000990.SH","全指消费","2014/05/30","5,250.1400","5,257.3700","5,274.6400","5,228.8400"
"000990.SH","全指消费","2014/06/03","5,257.5900","5,202.4500","5,266.1900","5,200.4200"
"000990.SH","全指消费","2014/06/04","5,203.1200","5,166.9900","5,207.2600","5,135.5100"
"000990.SH","全指消费","2014/06/05","5,160.4600","5,218.9400","5,219.9500","5,145.4600"
"000990.SH","全指消费","2014/06/06","5,219.6500","5,185.4000","5,226.7100","5,154.7700"
"000990.SH","全指消费","2014/06/09","5,168.9100","5,170.0800","5,200.7500","5,162.1900"
"000990.SH","全指消费","2014/06/10","5,175.3100","5,210.9500","5,217.3600","5,152.3100"
"000990.SH","全指消费","2014/06/11","5,208.7000","5,233.8000","5,235.0100","5,200.9400"
"000990.SH","全指消费","2014/06/12","5,228.7300","5,234.4000","5,249.6200","5,216.2700"
"000990.SH","全指消费","2014/06/13","5,231.7500","5,256.2700","5,266.6200","5,210.9800"
"000990.SH","全指消费","2014/06/16","5,258.1700","5,269.0800","5,275.2500","5,245.2200"
"000990.SH","全指消费","2014/06/17","5,262.9800","5,217.6600","5,263.3600","5,213.2900"
"000990.SH","全指消费","2014/06/18","5,213.7400","5,176.0600","5,216.5100","5,175.0000"
"000990.SH","全指消费","2014/06/19","5,175.3400","5,088.1600","5,185.8800","5,069.6700"
"000990.SH","全指消费","2014/06/20","5,085.3400","5,112.5900","5,112.6100","5,068.0000"
"000990.SH","全指消费","2014/06/23","5,124.5100","5,142.2800","5,155.9200","5,117.2800"
"000990.SH","全指消费","2014/06/24","5,144.1400","5,212.4500","5,218.2000","5,144.0300"
"000990.SH","全指消费","2014/06/25","5,199.1900","5,180.9700","5,199.1900","5,162.0300"
"000990.SH","全指消费","2014/06/26","5,185.4200","5,223.8300","5,228.4500","5,184.8500"
"000990.SH","全指消费","2014/06/27","5,218.8700","5,244.1900","5,262.1400","5,198.5800"
"000990.SH","全指消费","2014/06/30","5,249.9400","5,276.5900","5,285.6300","5,247.4400"
"000990.SH","全指消费","2014/07/01","5,272.6600","5,277.9100","5,282.6800","5,254.0300"
"000990.SH","全指消费","2014/07/02","5,277.5700","5,281.3700","5,290.6200","5,249.0000"
"000990.SH","全指消费","2014/07/03","5,282.5900","5,317.7400","5,324.8000","5,264.3700"
"000990.SH","全指消费","2014/07/04","5,322.0300","5,320.8300","5,328.4500","5,306.3300"
"000990.SH","全指消费","2014/07/07","5,314.1600","5,305.0500","5,328.0800","5,286.2700"
"000990.SH","全指消费","2014/07/08","5,298.0900","5,317.6100","5,322.0400","5,263.5200"
"000990.SH","全指消费","2014/07/09","5,309.8400","5,232.5700","5,321.5000","5,231.5300"
"000990.SH","全指消费","2014/07/10","5,227.8300","5,210.2000","5,244.9000","5,199.2900"
"000990.SH","全指消费","2014/07/11","5,210.1800","5,236.2200","5,255.5200","5,204.2900"
"000990.SH","全指消费","2014/07/14","5,241.8300","5,356.9200","5,356.9200","5,237.4100"
"000990.SH","全指消费","2014/07/15","5,348.0700","5,442.6500","5,466.8700","5,342.2100"
"000990.SH","全指消费","2014/07/16","5,434.6800","5,413.4900","5,456.4900","5,393.6900"
"000990.SH","全指消费","2014/07/17","5,402.9800","5,364.3100","5,402.9800","5,338.2400"
"000990.SH","全指消费","2014/07/18","5,344.0700","5,444.9400","5,489.8600","5,339.1300"
"000990.SH","全指消费","2014/07/21","5,435.8200","5,449.0700","5,464.8200","5,431.0000"
"000990.SH","全指消费","2014/07/22","5,427.6300","5,507.1400","5,512.4100","5,426.2900"
"000990.SH","全指消费","2014/07/23","5,494.5500","5,485.2000","5,522.3800","5,462.7800"
"000990.SH","全指消费","2014/07/24","5,487.4600","5,501.8400","5,532.6500","5,469.4000"
"000990.SH","全指消费","2014/07/25","5,509.8300","5,543.1800","5,543.5800","5,502.6400"
"000990.SH","全指消费","2014/07/28","5,559.9100","5,649.9100","5,650.2600","5,559.9100"
"000990.SH","全指消费","2014/07/29","5,650.8500","5,643.0800","5,657.8600","5,609.2000"
"000990.SH","全指消费","2014/07/30","5,627.6900","5,643.1100","5,646.9500","5,607.1600"
"000990.SH","全指消费","2014/07/31","5,674.3100","5,730.7100","5,731.2800","5,656.3800"
"000990.SH","全指消费","2014/08/01","5,720.2100","5,749.8800","5,819.0100","5,711.5200"
"000990.SH","全指消费","2014/08/04","5,755.1400","5,835.8500","5,835.8500","5,755.1400"
"000990.SH","全指消费","2014/08/05","5,832.8300","5,839.8800","5,844.1700","5,794.6600"
"000990.SH","全指消费","2014/08/06","5,815.1000","5,822.0200","5,836.1100","5,779.4200"
"000990.SH","全指消费","2014/08/07","5,822.8400","5,731.8700","5,833.5200","5,730.2400"
"000990.SH","全指消费","2014/08/08","5,740.9900","5,761.4200","5,763.9400","5,721.3500"
"000990.SH","全指消费","2014/08/11","5,774.4270","5,850.0120","5,850.0120","5,772.4930"
"000990.SH","全指消费","2014/08/12","5,856.4130","5,865.6130","5,866.3230","5,834.2630"
"000990.SH","全指消费","2014/08/13","5,868.9610","5,879.0480","5,920.0160","5,834.5870"
"000990.SH","全指消费","2014/08/14","5,871.7010","5,827.9070","5,884.2310","5,824.2050"
"000990.SH","全指消费","2014/08/15","5,831.0040","5,888.0080","5,895.9440","5,828.0440"
"000990.SH","全指消费","2014/08/18","5,900.1420","5,922.9990","5,926.6430","5,888.0690"
"000990.SH","全指消费","2014/08/19","5,923.5330","5,926.9220","5,926.9220","5,883.3570"
"000990.SH","全指消费","2014/08/20","5,914.8540","5,941.7130","5,957.6560","5,895.3890"
"000990.SH","全指消费","2014/08/21","5,937.4490","5,913.7690","5,939.8170","5,859.3480"
"000990.SH","全指消费","2014/08/22","5,909.1880","5,925.1190","5,936.6680","5,894.3900"
"000990.SH","全指消费","2014/08/25","5,927.3930","5,885.1790","5,929.7400","5,867.4670"
"000990.SH","全指消费","2014/08/26","5,877.3680","5,818.3270","5,896.7920","5,799.7680"
"000990.SH","全指消费","2014/08/27","5,820.6210","5,814.1670","5,845.2030","5,805.8390"
"000990.SH","全指消费","2014/08/28","5,812.0320","5,789.7610","5,841.0820","5,775.6920"
"000990.SH","全指消费","2014/08/29","5,792.6140","5,856.2150","5,857.3700","5,789.4570"
