"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)","前收盘价"
"IC00C2.CFE","IC下月连续","2016-03-29","5,721.0000","5,605.0000","5,725.4000","5,550.0000","5,709.0000"
"IC00C2.CFE","IC下月连续","2016-03-30","5,650.0000","5,844.4000","5,850.2000","5,642.8000","5,605.0000"
"IC00C2.CFE","IC下月连续","2016-03-31","5,854.0000","5,845.6000","5,906.6000","5,823.8000","5,844.4000"
"IC00C2.CFE","IC下月连续","2016-04-01","5,825.2000","5,847.6000","5,850.2000","5,669.0000","5,845.6000"
"IC00C2.CFE","IC下月连续","2016-04-05","5,847.6000","6,026.2000","6,066.2000","5,817.6000","5,847.6000"
"IC00C2.CFE","IC下月连续","2016-04-06","6,010.8000","6,048.0000","6,056.0000","5,933.0000","6,026.2000"
"IC00C2.CFE","IC下月连续","2016-04-07","6,120.0000","5,970.4000","6,120.0000","5,950.0000","6,048.0000"
"IC00C2.CFE","IC下月连续","2016-04-08","5,900.0000","5,925.8000","5,955.8000","5,851.2000","5,970.4000"
"IC00C2.CFE","IC下月连续","2016-04-11","6,005.0000","6,067.0000","6,126.8000","5,986.2000","5,925.8000"
"IC00C2.CFE","IC下月连续","2016-04-12","6,075.2000","6,036.8000","6,085.0000","5,960.6000","6,067.0000"
"IC00C2.CFE","IC下月连续","2016-04-13","6,177.0000","6,131.2000","6,248.4000","6,091.0000","6,036.8000"
"IC00C2.CFE","IC下月连续","2016-04-14","6,180.0000","6,214.6000","6,228.0000","6,141.2000","6,131.2000"
"IC00C2.CFE","IC下月连续","2016-04-15","6,225.0000","6,214.6000","6,238.8000","6,147.0000","6,214.6000"
"IC00C2.CFE","IC下月连续","2016-04-18","5,992.8000","5,912.6000","5,996.0000","5,863.4000","6,051.0000"
"IC00C2.CFE","IC下月连续","2016-04-19","6,100.0000","5,932.2000","6,100.0000","5,895.0000","5,912.6000"
"IC00C2.CFE","IC下月连续","2016-04-20","5,979.8000","5,611.4000","5,989.8000","5,547.8000","5,932.2000"
"IC00C2.CFE","IC下月连续","2016-04-21","5,611.4000","5,605.4000","5,742.0000","5,600.0000","5,611.4000"
"IC00C2.CFE","IC下月连续","2016-04-22","5,590.0000","5,677.2000","5,677.2000","5,567.4000","5,605.4000"
"IC00C2.CFE","IC下月连续","2016-04-25","5,655.0000","5,640.8000","5,655.0000","5,517.2000","5,677.2000"
"IC00C2.CFE","IC下月连续","2016-04-26","5,640.8000","5,724.8000","5,725.0000","5,592.0000","5,640.8000"
"IC00C2.CFE","IC下月连续","2016-04-27","5,723.8000","5,699.2000","5,766.0000","5,672.0000","5,724.8000"
"IC00C2.CFE","IC下月连续","2016-04-28","5,702.2000","5,667.8000","5,717.6000","5,570.0000","5,699.2000"
"IC00C2.CFE","IC下月连续","2016-04-29","5,660.0000","5,693.0000","5,728.8000","5,641.0000","5,667.8000"
"IC00C2.CFE","IC下月连续","2016-05-03","5,711.2000","5,929.0000","5,929.0000","5,655.6000","5,693.0000"
"IC00C2.CFE","IC下月连续","2016-05-04","5,930.0000","5,913.4000","5,958.6000","5,890.2000","5,929.0000"
"IC00C2.CFE","IC下月连续","2016-05-05","5,909.4000","5,976.6000","5,984.6000","5,890.0000","5,913.4000"
"IC00C2.CFE","IC下月连续","2016-05-06","5,981.0000","5,734.6000","6,009.8000","5,718.0000","5,976.6000"
"IC00C2.CFE","IC下月连续","2016-05-09","5,690.0000","5,493.8000","5,690.0000","5,476.2000","5,734.6000"
"IC00C2.CFE","IC下月连续","2016-05-10","5,488.0000","5,492.0000","5,550.0000","5,478.2000","5,493.8000"
"IC00C2.CFE","IC下月连续","2016-05-11","5,550.0000","5,479.0000","5,581.0000","5,460.0000","5,492.0000"
"IC00C2.CFE","IC下月连续","2016-05-12","5,410.2000","5,512.0000","5,520.0000","5,345.2000","5,479.0000"
"IC00C2.CFE","IC下月连续","2016-05-13","5,480.0000","5,488.0000","5,596.0000","5,459.8000","5,512.0000"
"IC00C2.CFE","IC下月连续","2016-05-16","5,420.2000","5,606.4000","5,614.0000","5,420.2000","5,488.0000"
"IC00C2.CFE","IC下月连续","2016-05-17","5,605.8000","5,606.8000","5,655.8000","5,550.0000","5,606.4000"
"IC00C2.CFE","IC下月连续","2016-05-18","5,570.0000","5,460.2000","5,570.0000","5,400.0000","5,606.8000"
"IC00C2.CFE","IC下月连续","2016-05-19","5,449.8000","5,469.0000","5,579.8000","5,449.8000","5,460.2000"
"IC00C2.CFE","IC下月连续","2016-05-20","5,431.0000","5,562.8000","5,586.2000","5,422.6000","5,469.0000"
"IC00C2.CFE","IC下月连续","2016-05-23","5,458.8000","5,504.0000","5,547.2000","5,441.6000","5,558.4000"
"IC00C2.CFE","IC下月连续","2016-05-24","5,500.0000","5,464.6000","5,513.6000","5,414.4000","5,504.0000"
"IC00C2.CFE","IC下月连续","2016-05-25","5,498.0000","5,421.4000","5,543.4000","5,421.2000","5,464.6000"
"IC00C2.CFE","IC下月连续","2016-05-26","5,424.8000","5,492.4000","5,497.2000","5,341.0000","5,421.4000"
"IC00C2.CFE","IC下月连续","2016-05-27","5,483.4000","5,510.2000","5,545.0000","5,454.6000","5,492.4000"
"IC00C2.CFE","IC下月连续","2016-05-30","5,416.8000","5,519.6000","5,572.0000","5,407.2000","5,510.2000"
"IC00C2.CFE","IC下月连续","2016-05-31","5,532.0000","5,844.4000","5,848.6000","5,532.0000","5,519.6000"
"IC00C2.CFE","IC下月连续","2016-06-01","5,844.6000","5,824.6000","5,886.0000","5,824.6000","5,844.4000"
"IC00C2.CFE","IC下月连续","2016-06-02","5,815.2000","5,849.0000","5,859.8000","5,815.2000","5,824.6000"
"IC00C2.CFE","IC下月连续","2016-06-03","5,851.0000","5,899.6000","5,920.4000","5,830.0000","5,849.0000"
"IC00C2.CFE","IC下月连续","2016-06-06","5,912.2000","5,876.8000","5,957.8000","5,866.2000","5,899.6000"
"IC00C2.CFE","IC下月连续","2016-06-07","5,880.0000","5,914.2000","5,920.2000","5,852.6000","5,876.8000"
"IC00C2.CFE","IC下月连续","2016-06-08","5,900.0000","5,899.8000","5,925.6000","5,836.2000","5,914.2000"
"IC00C2.CFE","IC下月连续","2016-06-13","5,853.0000","5,626.0000","5,876.6000","5,625.0000","5,899.8000"
"IC00C2.CFE","IC下月连续","2016-06-14","5,601.0000","5,623.8000","5,675.8000","5,590.0000","5,626.0000"
"IC00C2.CFE","IC下月连续","2016-06-15","5,580.0000","5,827.0000","5,860.0000","5,570.0000","5,623.8000"
"IC00C2.CFE","IC下月连续","2016-06-16","5,820.0000","5,788.8000","5,849.8000","5,766.4000","5,827.0000"
"IC00C2.CFE","IC下月连续","2016-06-17","5,820.4000","5,810.6000","5,916.0000","5,780.0000","5,788.8000"
"IC00C2.CFE","IC下月连续","2016-06-20","5,723.0000","5,743.2000","5,764.8000","5,632.2000","5,808.2000"
"IC00C2.CFE","IC下月连续","2016-06-21","5,798.0000","5,672.2000","5,857.0000","5,637.8000","5,743.2000"
"IC00C2.CFE","IC下月连续","2016-06-22","5,664.2000","5,813.0000","5,813.0000","5,662.2000","5,672.2000"
"IC00C2.CFE","IC下月连续","2016-06-23","5,817.0000","5,792.0000","5,817.0000","5,720.6000","5,813.0000"
"IC00C2.CFE","IC下月连续","2016-06-24","5,780.6000","5,702.2000","5,854.8000","5,564.2000","5,792.0000"
"IC00C2.CFE","IC下月连续","2016-06-27","5,718.2000","5,880.8000","5,882.8000","5,718.2000","5,702.2000"
"IC00C2.CFE","IC下月连续","2016-06-28","5,872.4000","5,949.0000","5,949.0000","5,828.0000","5,880.8000"
"IC00C2.CFE","IC下月连续","2016-06-29","5,964.0000","5,958.2000","5,977.6000","5,921.0000","5,949.0000"
"IC00C2.CFE","IC下月连续","2016-06-30","5,944.0000","5,950.8000","5,959.8000","5,920.0000","5,958.2000"
"IC00C2.CFE","IC下月连续","2016-07-01","5,959.0000","5,941.6000","6,011.0000","5,921.4000","5,950.8000"
"IC00C2.CFE","IC下月连续","2016-07-04","5,930.2000","6,058.8000","6,099.2000","5,926.2000","5,941.6000"
"IC00C2.CFE","IC下月连续","2016-07-05","6,074.4000","6,105.0000","6,119.6000","6,063.4000","6,058.8000"
"IC00C2.CFE","IC下月连续","2016-07-06","6,083.0000","6,126.6000","6,151.0000","6,069.4000","6,105.0000"
"IC00C2.CFE","IC下月连续","2016-07-07","6,115.0000","6,170.2000","6,185.2000","6,078.0000","6,126.6000"
"IC00C2.CFE","IC下月连续","2016-07-08","6,188.2000","6,160.8000","6,188.2000","6,122.8000","6,170.2000"
"IC00C2.CFE","IC下月连续","2016-07-11","6,179.2000","6,149.6000","6,251.0000","6,135.0000","6,160.8000"
"IC00C2.CFE","IC下月连续","2016-07-12","6,171.6000","6,252.8000","6,267.0000","6,121.6000","6,149.6000"
"IC00C2.CFE","IC下月连续","2016-07-13","6,430.0000","6,310.2000","6,430.0000","6,261.0000","6,252.8000"
"IC00C2.CFE","IC下月连续","2016-07-14","6,320.4000","6,336.8000","6,342.2000","6,300.0000","6,310.2000"
"IC00C2.CFE","IC下月连续","2016-07-15","6,353.0000","6,319.0000","6,368.6000","6,275.0000","6,336.8000"
"IC00C2.CFE","IC下月连续","2016-07-18","6,226.2000","6,165.0000","6,228.0000","6,150.4000","6,226.2000"
"IC00C2.CFE","IC下月连续","2016-07-19","6,164.6000","6,168.2000","6,195.0000","6,112.8000","6,165.0000"
"IC00C2.CFE","IC下月连续","2016-07-20","6,166.4000","6,150.2000","6,230.8000","6,150.2000","6,168.2000"
"IC00C2.CFE","IC下月连续","2016-07-21","6,152.8000","6,194.8000","6,263.2000","6,152.8000","6,150.2000"
