时间,简称,收盘价(元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/10/30,中证环保,"2,007.62",2015/10/30,国证地产,"6,989.41",2015/10/30,国证医药,"9,131.93",2015/10/30,国证有色,"4,214.79",2015/10/30,国证食品,"7,857.99",2015/10/30,中证银行,"5,557.36",2015/10/30,证券公司,888.567,2015/10/30,国证新能,"2,238.83",2015/10/30,国证钢铁,"1,736.06",2015/10/30,移动互联,"3,095.18",2015/10/30,中证传媒,"2,972.45",2015/10/30,中证国防,"2,122.19",2015/10/30,国企改革,"1,668.40",2015/10/30,中证酒,"2,118.01",2015/10/30,中证煤炭,"1,471.93"
2015/11/2,中证环保,"1,972.30",2015/11/2,国证地产,"6,864.22",2015/11/2,国证医药,"8,945.35",2015/11/2,国证有色,"4,123.84",2015/11/2,国证食品,"7,719.36",2015/11/2,中证银行,"5,508.06",2015/11/2,证券公司,861.503,2015/11/2,国证新能,"2,190.41",2015/11/2,国证钢铁,"1,691.52",2015/11/2,移动互联,"3,018.79",2015/11/2,中证传媒,"2,924.60",2015/11/2,中证国防,"2,027.74",2015/11/2,国企改革,"1,627.55",2015/11/2,中证酒,"2,093.43",2015/11/2,中证煤炭,"1,445.79"
2015/11/3,中证环保,"1,970.46",2015/11/3,国证地产,"6,832.21",2015/11/3,国证医药,"8,875.34",2015/11/3,国证有色,"4,168.96",2015/11/3,国证食品,"7,675.83",2015/11/3,中证银行,"5,484.39",2015/11/3,证券公司,864.589,2015/11/3,国证新能,"2,190.85",2015/11/3,国证钢铁,"1,683.43",2015/11/3,移动互联,"3,002.77",2015/11/3,中证传媒,"2,927.70",2015/11/3,中证国防,"2,021.73",2015/11/3,国企改革,"1,616.41",2015/11/3,中证酒,"2,091.29",2015/11/3,中证煤炭,"1,448.32"
2015/11/4,中证环保,"2,060.24",2015/11/4,国证地产,"7,163.22",2015/11/4,国证医药,"9,326.94",2015/11/4,国证有色,"4,372.04",2015/11/4,国证食品,"7,964.11",2015/11/4,中证银行,"5,648.02",2015/11/4,证券公司,950.946,2015/11/4,国证新能,"2,310.96",2015/11/4,国证钢铁,"1,746.46",2015/11/4,移动互联,"3,189.80",2015/11/4,中证传媒,"3,084.14",2015/11/4,中证国防,"2,132.35",2015/11/4,国企改革,"1,693.33",2015/11/4,中证酒,"2,177.81",2015/11/4,中证煤炭,"1,518.33"
2015/11/5,中证环保,"2,061.58",2015/11/5,国证地产,"7,213.73",2015/11/5,国证医药,"9,289.37",2015/11/5,国证有色,"4,420.89",2015/11/5,国证食品,"8,008.92",2015/11/5,中证银行,"5,784.05",2015/11/5,证券公司,"1,024.27",2015/11/5,国证新能,"2,305.27",2015/11/5,国证钢铁,"1,789.57",2015/11/5,移动互联,"3,181.15",2015/11/5,中证传媒,"3,068.72",2015/11/5,中证国防,"2,135.99",2015/11/5,国企改革,"1,719.32",2015/11/5,中证酒,"2,192.87",2015/11/5,中证煤炭,"1,551.43"
2015/11/6,中证环保,"2,103.00",2015/11/6,国证地产,"7,329.82",2015/11/6,国证医药,"9,440.42",2015/11/6,国证有色,"4,515.52",2015/11/6,国证食品,"8,085.62",2015/11/6,中证银行,"5,826.28",2015/11/6,证券公司,"1,117.86",2015/11/6,国证新能,"2,349.67",2015/11/6,国证钢铁,"1,820.02",2015/11/6,移动互联,"3,299.62",2015/11/6,中证传媒,"3,178.20",2015/11/6,中证国防,"2,207.17",2015/11/6,国企改革,"1,751.42",2015/11/6,中证酒,"2,216.24",2015/11/6,中证煤炭,"1,576.66"
2015/11/9,中证环保,"2,117.07",2015/11/9,国证地产,"7,450.98",2015/11/9,国证医药,"9,545.10",2015/11/9,国证有色,"4,539.66",2015/11/9,国证食品,"8,173.49",2015/11/9,中证银行,"6,026.12",2015/11/9,证券公司,"1,104.95",2015/11/9,国证新能,"2,395.52",2015/11/9,国证钢铁,"1,841.40",2015/11/9,移动互联,"3,375.02",2015/11/9,中证传媒,"3,239.44",2015/11/9,中证国防,"2,217.47",2015/11/9,国企改革,"1,768.67",2015/11/9,中证酒,"2,224.65",2015/11/9,中证煤炭,"1,598.50"
2015/11/10,中证环保,"2,122.46",2015/11/10,国证地产,"7,387.50",2015/11/10,国证医药,"9,515.79",2015/11/10,国证有色,"4,750.61",2015/11/10,国证食品,"8,163.87",2015/11/10,中证银行,"5,967.96",2015/11/10,证券公司,"1,126.87",2015/11/10,国证新能,"2,426.68",2015/11/10,国证钢铁,"1,860.66",2015/11/10,移动互联,"3,390.90",2015/11/10,中证传媒,"3,272.59",2015/11/10,中证国防,"2,215.76",2015/11/10,国企改革,"1,761.21",2015/11/10,中证酒,"2,219.62",2015/11/10,中证煤炭,"1,623.55"
2015/11/11,中证环保,"2,153.86",2015/11/11,国证地产,"7,461.39",2015/11/11,国证医药,"9,673.27",2015/11/11,国证有色,"4,706.26",2015/11/11,国证食品,"8,166.43",2015/11/11,中证银行,"5,884.01",2015/11/11,证券公司,"1,152.89",2015/11/11,国证新能,"2,475.82",2015/11/11,国证钢铁,"1,873.34",2015/11/11,移动互联,"3,445.26",2015/11/11,中证传媒,"3,315.40",2015/11/11,中证国防,"2,229.78",2015/11/11,国企改革,"1,770.58",2015/11/11,中证酒,"2,220.78",2015/11/11,中证煤炭,"1,622.34"
2015/11/12,中证环保,"2,166.67",2015/11/12,国证地产,"7,418.58",2015/11/12,国证医药,"9,700.98",2015/11/12,国证有色,"4,759.13",2015/11/12,国证食品,"8,126.62",2015/11/12,中证银行,"5,815.40",2015/11/12,证券公司,"1,127.45",2015/11/12,国证新能,"2,512.29",2015/11/12,国证钢铁,"1,858.86",2015/11/12,移动互联,"3,404.14",2015/11/12,中证传媒,"3,267.92",2015/11/12,中证国防,"2,251.63",2015/11/12,国企改革,"1,753.84",2015/11/12,中证酒,"2,201.62",2015/11/12,中证煤炭,"1,611.28"
2015/11/13,中证环保,"2,135.62",2015/11/13,国证地产,"7,293.80",2015/11/13,国证医药,"9,449.08",2015/11/13,国证有色,"4,617.49",2015/11/13,国证食品,"7,956.00",2015/11/13,中证银行,"5,771.06",2015/11/13,证券公司,"1,138.47",2015/11/13,国证新能,"2,514.06",2015/11/13,国证钢铁,"1,807.07",2015/11/13,移动互联,"3,307.24",2015/11/13,中证传媒,"3,178.82",2015/11/13,中证国防,"2,165.04",2015/11/13,国企改革,"1,725.70",2015/11/13,中证酒,"2,163.09",2015/11/13,中证煤炭,"1,568.92"
2015/11/16,中证环保,"2,177.30",2015/11/16,国证地产,"7,412.52",2015/11/16,国证医药,"9,586.01",2015/11/16,国证有色,"4,690.29",2015/11/16,国证食品,"8,010.96",2015/11/16,中证银行,"5,781.95",2015/11/16,证券公司,"1,124.47",2015/11/16,国证新能,"2,563.33",2015/11/16,国证钢铁,"1,824.98",2015/11/16,移动互联,"3,399.59",2015/11/16,中证传媒,"3,246.58",2015/11/16,中证国防,"2,201.36",2015/11/16,国企改革,"1,741.35",2015/11/16,中证酒,"2,185.23",2015/11/16,中证煤炭,"1,586.62"
2015/11/17,中证环保,"2,164.09",2015/11/17,国证地产,"7,386.10",2015/11/17,国证医药,"9,508.24",2015/11/17,国证有色,"4,648.45",2015/11/17,国证食品,"8,025.58",2015/11/17,中证银行,"5,801.30",2015/11/17,证券公司,"1,135.10",2015/11/17,国证新能,"2,525.12",2015/11/17,国证钢铁,"1,817.15",2015/11/17,移动互联,"3,333.04",2015/11/17,中证传媒,"3,153.49",2015/11/17,中证国防,"2,249.35",2015/11/17,国企改革,"1,733.80",2015/11/17,中证酒,"2,203.35",2015/11/17,中证煤炭,"1,598.02"
2015/11/18,中证环保,"2,116.01",2015/11/18,国证地产,"7,557.14",2015/11/18,国证医药,"9,345.98",2015/11/18,国证有色,"4,561.28",2015/11/18,国证食品,"7,996.38",2015/11/18,中证银行,"5,818.40",2015/11/18,证券公司,"1,088.38",2015/11/18,国证新能,"2,461.12",2015/11/18,国证钢铁,"1,788.17",2015/11/18,移动互联,"3,277.66",2015/11/18,中证传媒,"3,092.43",2015/11/18,中证国防,"2,170.44",2015/11/18,国企改革,"1,705.63",2015/11/18,中证酒,"2,191.55",2015/11/18,中证煤炭,"1,573.25"
2015/11/19,中证环保,"2,168.39",2015/11/19,国证地产,"7,576.47",2015/11/19,国证医药,"9,530.74",2015/11/19,国证有色,"4,667.70",2015/11/19,国证食品,"8,085.82",2015/11/19,中证银行,"5,883.84",2015/11/19,证券公司,"1,115.22",2015/11/19,国证新能,"2,560.05",2015/11/19,国证钢铁,"1,815.04",2015/11/19,移动互联,"3,400.08",2015/11/19,中证传媒,"3,211.33",2015/11/19,中证国防,"2,247.00",2015/11/19,国企改革,"1,736.74",2015/11/19,中证酒,"2,213.41",2015/11/19,中证煤炭,"1,594.74"
2015/11/20,中证环保,"2,185.24",2015/11/20,国证地产,"7,625.18",2015/11/20,国证医药,"9,571.95",2015/11/20,国证有色,"4,733.16",2015/11/20,国证食品,"8,101.80",2015/11/20,中证银行,"5,901.65",2015/11/20,证券公司,"1,094.15",2015/11/20,国证新能,"2,583.19",2015/11/20,国证钢铁,"1,825.65",2015/11/20,移动互联,"3,429.85",2015/11/20,中证传媒,"3,227.14",2015/11/20,中证国防,"2,302.41",2015/11/20,国企改革,"1,746.67",2015/11/20,中证酒,"2,210.90",2015/11/20,中证煤炭,"1,600.75"
2015/11/23,中证环保,"2,163.89",2015/11/23,国证地产,"7,613.44",2015/11/23,国证医药,"9,558.52",2015/11/23,国证有色,"4,630.12",2015/11/23,国证食品,"8,076.43",2015/11/23,中证银行,"5,895.74",2015/11/23,证券公司,"1,079.60",2015/11/23,国证新能,"2,519.17",2015/11/23,国证钢铁,"1,804.72",2015/11/23,移动互联,"3,385.86",2015/11/23,中证传媒,"3,229.32",2015/11/23,中证国防,"2,272.84",2015/11/23,国企改革,"1,730.98",2015/11/23,中证酒,"2,205.39",2015/11/23,中证煤炭,"1,580.97"
2015/11/24,中证环保,"2,188.24",2015/11/24,国证地产,"7,608.44",2015/11/24,国证医药,"9,597.37",2015/11/24,国证有色,"4,628.56",2015/11/24,国证食品,"8,058.35",2015/11/24,中证银行,"5,847.96",2015/11/24,证券公司,"1,104.10",2015/11/24,国证新能,"2,548.39",2015/11/24,国证钢铁,"1,804.86",2015/11/24,移动互联,"3,429.36",2015/11/24,中证传媒,"3,264.30",2015/11/24,中证国防,"2,261.71",2015/11/24,国企改革,"1,729.72",2015/11/24,中证酒,"2,199.46",2015/11/24,中证煤炭,"1,576.99"
2015/11/25,中证环保,"2,226.38",2015/11/25,国证地产,"7,644.14",2015/11/25,国证医药,"9,778.59",2015/11/25,国证有色,"4,692.72",2015/11/25,国证食品,"8,146.80",2015/11/25,中证银行,"5,878.57",2015/11/25,证券公司,"1,109.30",2015/11/25,国证新能,"2,596.97",2015/11/25,国证钢铁,"1,819.57",2015/11/25,移动互联,"3,527.42",2015/11/25,中证传媒,"3,340.20",2015/11/25,中证国防,"2,297.77",2015/11/25,国企改革,"1,748.75",2015/11/25,中证酒,"2,224.06",2015/11/25,中证煤炭,"1,592.71"
2015/11/26,中证环保,"2,197.81",2015/11/26,国证地产,"7,647.08",2015/11/26,国证医药,"9,675.92",2015/11/26,国证有色,"4,745.24",2015/11/26,国证食品,"8,107.83",2015/11/26,中证银行,"5,845.06",2015/11/26,证券公司,"1,095.83",2015/11/26,国证新能,"2,557.92",2015/11/26,国证钢铁,"1,818.19",2015/11/26,移动互联,"3,455.65",2015/11/26,中证传媒,"3,280.02",2015/11/26,中证国防,"2,296.59",2015/11/26,国企改革,"1,739.02",2015/11/26,中证酒,"2,210.56",2015/11/26,中证煤炭,"1,611.29"
2015/11/27,中证环保,"2,058.71",2015/11/27,国证地产,"7,207.39",2015/11/27,国证医药,"9,171.44",2015/11/27,国证有色,"4,429.45",2015/11/27,国证食品,"7,760.43",2015/11/27,中证银行,"5,632.49",2015/11/27,证券公司,"1,002.45",2015/11/27,国证新能,"2,394.90",2015/11/27,国证钢铁,"1,704.03",2015/11/27,移动互联,"3,222.03",2015/11/27,中证传媒,"3,066.49",2015/11/27,中证国防,"2,134.25",2015/11/27,国企改革,"1,623.93",2015/11/27,中证酒,"2,105.65",2015/11/27,中证煤炭,"1,496.64"
2015/11/30,中证环保,"2,091.17",2015/11/30,国证地产,"7,392.28",2015/11/30,国证医药,"9,179.91",2015/11/30,国证有色,"4,417.91",2015/11/30,国证食品,"7,811.41",2015/11/30,中证银行,"5,716.89",2015/11/30,证券公司,989.356,2015/11/30,国证新能,"2,453.38",2015/11/30,国证钢铁,"1,683.19",2015/11/30,移动互联,"3,228.52",2015/11/30,中证传媒,"3,074.02",2015/11/30,中证国防,"2,084.25",2015/11/30,国企改革,"1,617.72",2015/11/30,中证酒,"2,111.72",2015/11/30,中证煤炭,"1,501.51"
2015/12/1,中证环保,"2,096.23",2015/12/1,国证地产,"7,773.64",2015/12/1,国证医药,"9,290.61",2015/12/1,国证有色,"4,420.32",2015/12/1,国证食品,"7,884.65",2015/12/1,中证银行,"5,679.21",2015/12/1,证券公司,986.668,2015/12/1,国证新能,"2,421.92",2015/12/1,国证钢铁,"1,689.03",2015/12/1,移动互联,"3,222.22",2015/12/1,中证传媒,"3,060.04",2015/12/1,中证国防,"2,060.55",2015/12/1,国企改革,"1,627.65",2015/12/1,中证酒,"2,149.53",2015/12/1,中证煤炭,"1,519.08"
2015/12/2,中证环保,"2,072.11",2015/12/2,国证地产,"8,005.68",2015/12/2,国证医药,"9,334.92",2015/12/2,国证有色,"4,491.19",2015/12/2,国证食品,"8,079.52",2015/12/2,中证银行,"5,999.54",2015/12/2,证券公司,"1,047.31",2015/12/2,国证新能,"2,407.44",2015/12/2,国证钢铁,"1,732.80",2015/12/2,移动互联,"3,198.30",2015/12/2,中证传媒,"3,029.17",2015/12/2,中证国防,"2,043.29",2015/12/2,国企改革,"1,655.75",2015/12/2,中证酒,"2,204.38",2015/12/2,中证煤炭,"1,537.54"
2015/12/3,中证环保,"2,116.68",2015/12/3,国证地产,"8,176.40",2015/12/3,国证医药,"9,481.13",2015/12/3,国证有色,"4,541.03",2015/12/3,国证食品,"8,128.97",2015/12/3,中证银行,"6,019.09",2015/12/3,证券公司,"1,048.06",2015/12/3,国证新能,"2,480.21",2015/12/3,国证钢铁,"1,747.27",2015/12/3,移动互联,"3,300.81",2015/12/3,中证传媒,"3,133.33",2015/12/3,中证国防,"2,088.23",2015/12/3,国企改革,"1,672.98",2015/12/3,中证酒,"2,219.69",2015/12/3,中证煤炭,"1,557.93"
2015/12/4,中证环保,"2,092.28",2015/12/4,国证地产,"8,034.09",2015/12/4,国证医药,"9,427.01",2015/12/4,国证有色,"4,483.11",2015/12/4,国证食品,"8,049.82",2015/12/4,中证银行,"5,844.51",2015/12/4,证券公司,"1,019.85",2015/12/4,国证新能,"2,457.74",2015/12/4,国证钢铁,"1,717.12",2015/12/4,移动互联,"3,276.93",2015/12/4,中证传媒,"3,115.80",2015/12/4,中证国防,"2,056.95",2015/12/4,国企改革,"1,645.25",2015/12/4,中证酒,"2,196.25",2015/12/4,中证煤炭,"1,537.13"
2015/12/7,中证环保,"2,111.68",2015/12/7,国证地产,"7,991.96",2015/12/7,国证医药,"9,602.85",2015/12/7,国证有色,"4,551.53",2015/12/7,国证食品,"8,086.27",2015/12/7,中证银行,"5,870.40",2015/12/7,证券公司,"1,007.50",2015/12/7,国证新能,"2,514.78",2015/12/7,国证钢铁,"1,719.50",2015/12/7,移动互联,"3,329.89",2015/12/7,中证传媒,"3,194.68",2015/12/7,中证国防,"2,060.96",2015/12/7,国企改革,"1,660.29",2015/12/7,中证酒,"2,204.79",2015/12/7,中证煤炭,"1,537.32"
2015/12/8,中证环保,"2,060.21",2015/12/8,国证地产,"7,798.34",2015/12/8,国证医药,"9,415.87",2015/12/8,国证有色,"4,448.87",2015/12/8,国证食品,"7,912.80",2015/12/8,中证银行,"5,844.72",2015/12/8,证券公司,990.615,2015/12/8,国证新能,"2,471.12",2015/12/8,国证钢铁,"1,678.19",2015/12/8,移动互联,"3,272.48",2015/12/8,中证传媒,"3,137.27",2015/12/8,中证国防,"1,990.66",2015/12/8,国企改革,"1,620.62",2015/12/8,中证酒,"2,144.81",2015/12/8,中证煤炭,"1,481.36"
2015/12/9,中证环保,"2,036.77",2015/12/9,国证地产,"8,013.23",2015/12/9,国证医药,"9,364.66",2015/12/9,国证有色,"4,467.42",2015/12/9,国证食品,"7,943.13",2015/12/9,中证银行,"5,839.05",2015/12/9,证券公司,993.193,2015/12/9,国证新能,"2,530.69",2015/12/9,国证钢铁,"1,678.90",2015/12/9,移动互联,"3,260.70",2015/12/9,中证传媒,"3,132.59",2015/12/9,中证国防,"2,011.40",2015/12/9,国企改革,"1,623.19",2015/12/9,中证酒,"2,148.78",2015/12/9,中证煤炭,"1,479.19"
2015/12/10,中证环保,"2,026.82",2015/12/10,国证地产,"7,926.36",2015/12/10,国证医药,"9,393.17",2015/12/10,国证有色,"4,425.37",2015/12/10,国证食品,"7,924.85",2015/12/10,中证银行,"5,808.40",2015/12/10,证券公司,999.501,2015/12/10,国证新能,"2,509.06",2015/12/10,国证钢铁,"1,656.02",2015/12/10,移动互联,"3,289.26",2015/12/10,中证传媒,"3,164.05",2015/12/10,中证国防,"1,973.39",2015/12/10,国企改革,"1,616.17",2015/12/10,中证酒,"2,132.40",2015/12/10,中证煤炭,"1,476.47"
2015/12/11,中证环保,"2,011.38",2015/12/11,国证地产,"7,913.82",2015/12/11,国证医药,"9,285.47",2015/12/11,国证有色,"4,486.84",2015/12/11,国证食品,"7,884.30",2015/12/11,中证银行,"5,749.26",2015/12/11,证券公司,"1,005.02",2015/12/11,国证新能,"2,468.48",2015/12/11,国证钢铁,"1,652.23",2015/12/11,移动互联,"3,265.59",2015/12/11,中证传媒,"3,129.82",2015/12/11,中证国防,"1,984.15",2015/12/11,国企改革,"1,614.79",2015/12/11,中证酒,"2,129.58",2015/12/11,中证煤炭,"1,466.39"
2015/12/14,中证环保,"2,059.02",2015/12/14,国证地产,"8,065.58",2015/12/14,国证医药,"9,401.63",2015/12/14,国证有色,"4,678.45",2015/12/14,国证食品,"8,024.35",2015/12/14,中证银行,"5,840.51",2015/12/14,证券公司,"1,095.36",2015/12/14,国证新能,"2,507.54",2015/12/14,国证钢铁,"1,689.76",2015/12/14,移动互联,"3,320.88",2015/12/14,中证传媒,"3,176.90",2015/12/14,中证国防,"2,035.29",2015/12/14,国企改革,"1,664.01",2015/12/14,中证酒,"2,168.27",2015/12/14,中证煤炭,"1,523.03"
2015/12/15,中证环保,"2,073.99",2015/12/15,国证地产,"8,250.75",2015/12/15,国证医药,"9,456.72",2015/12/15,国证有色,"4,659.73",2015/12/15,国证食品,"8,068.27",2015/12/15,中证银行,"5,767.50",2015/12/15,证券公司,"1,061.30",2015/12/15,国证新能,"2,535.92",2015/12/15,国证钢铁,"1,677.91",2015/12/15,移动互联,"3,370.65",2015/12/15,中证传媒,"3,209.65",2015/12/15,中证国防,"2,052.36",2015/12/15,国企改革,"1,657.53",2015/12/15,中证酒,"2,186.05",2015/12/15,中证煤炭,"1,507.19"
2015/12/16,中证环保,"2,081.61",2015/12/16,国证地产,"8,150.63",2015/12/16,国证医药,"9,453.72",2015/12/16,国证有色,"4,710.31",2015/12/16,国证食品,"8,041.80",2015/12/16,中证银行,"5,749.38",2015/12/16,证券公司,"1,065.12",2015/12/16,国证新能,"2,540.60",2015/12/16,国证钢铁,"1,692.80",2015/12/16,移动互联,"3,378.63",2015/12/16,中证传媒,"3,215.28",2015/12/16,中证国防,"2,054.32",2015/12/16,国企改革,"1,654.21",2015/12/16,中证酒,"2,181.78",2015/12/16,中证煤炭,"1,514.77"
2015/12/17,中证环保,"2,133.11",2015/12/17,国证地产,"8,607.24",2015/12/17,国证医药,"9,633.56",2015/12/17,国证有色,"4,759.18",2015/12/17,国证食品,"8,180.20",2015/12/17,中证银行,"5,806.15",2015/12/17,证券公司,"1,080.63",2015/12/17,国证新能,"2,613.81",2015/12/17,国证钢铁,"1,754.66",2015/12/17,移动互联,"3,454.46",2015/12/17,中证传媒,"3,278.15",2015/12/17,中证国防,"2,091.68",2015/12/17,国企改革,"1,685.92",2015/12/17,中证酒,"2,226.41",2015/12/17,中证煤炭,"1,546.28"
2015/12/18,中证环保,"2,123.12",2015/12/18,国证地产,"8,703.13",2015/12/18,国证医药,"9,684.61",2015/12/18,国证有色,"4,733.40",2015/12/18,国证食品,"8,342.06",2015/12/18,中证银行,"5,893.49",2015/12/18,证券公司,"1,069.92",2015/12/18,国证新能,"2,600.87",2015/12/18,国证钢铁,"1,750.83",2015/12/18,移动互联,"3,437.36",2015/12/18,中证传媒,"3,259.10",2015/12/18,中证国防,"2,074.53",2015/12/18,国企改革,"1,683.34",2015/12/18,中证酒,"2,253.26",2015/12/18,中证煤炭,"1,555.10"
2015/12/21,中证环保,"2,143.63",2015/12/21,国证地产,"8,903.06",2015/12/21,国证医药,"9,953.75",2015/12/21,国证有色,"4,770.27",2015/12/21,国证食品,"8,782.90",2015/12/21,中证银行,"6,098.37",2015/12/21,证券公司,"1,088.57",2015/12/21,国证新能,"2,599.26",2015/12/21,国证钢铁,"1,791.29",2015/12/21,移动互联,"3,455.09",2015/12/21,中证传媒,"3,282.98",2015/12/21,中证国防,"2,090.95",2015/12/21,国企改革,"1,714.83",2015/12/21,中证酒,"2,361.09",2015/12/21,中证煤炭,"1,584.18"
2015/12/22,中证环保,"2,165.05",2015/12/22,国证地产,"8,981.08",2015/12/22,国证医药,"9,929.13",2015/12/22,国证有色,"4,838.13",2015/12/22,国证食品,"8,789.52",2015/12/22,中证银行,"6,047.76",2015/12/22,证券公司,"1,103.66",2015/12/22,国证新能,"2,626.22",2015/12/22,国证钢铁,"1,820.74",2015/12/22,移动互联,"3,481.00",2015/12/22,中证传媒,"3,296.59",2015/12/22,中证国防,"2,108.37",2015/12/22,国企改革,"1,723.46",2015/12/22,中证酒,"2,345.55",2015/12/22,中证煤炭,"1,595.93"
2015/12/23,中证环保,"2,152.91",2015/12/23,国证地产,"8,976.45",2015/12/23,国证医药,"9,926.92",2015/12/23,国证有色,"4,722.97",2015/12/23,国证食品,"8,713.44",2015/12/23,中证银行,"6,052.60",2015/12/23,证券公司,"1,125.46",2015/12/23,国证新能,"2,588.46",2015/12/23,国证钢铁,"1,778.39",2015/12/23,移动互联,"3,408.95",2015/12/23,中证传媒,"3,219.55",2015/12/23,中证国防,"2,064.42",2015/12/23,国企改革,"1,709.88",2015/12/23,中证酒,"2,320.75",2015/12/23,中证煤炭,"1,576.10"
2015/12/24,中证环保,"2,146.98",2015/12/24,国证地产,"8,850.29",2015/12/24,国证医药,"9,825.83",2015/12/24,国证有色,"4,730.54",2015/12/24,国证食品,"8,630.54",2015/12/24,中证银行,"6,059.12",2015/12/24,证券公司,"1,082.04",2015/12/24,国证新能,"2,578.69",2015/12/24,国证钢铁,"1,770.55",2015/12/24,移动互联,"3,416.43",2015/12/24,中证传媒,"3,230.99",2015/12/24,中证国防,"2,027.50",2015/12/24,国企改革,"1,693.13",2015/12/24,中证酒,"2,323.21",2015/12/24,中证煤炭,"1,560.49"
2015/12/25,中证环保,"2,159.93",2015/12/25,国证地产,"8,876.00",2015/12/25,国证医药,"9,882.46",2015/12/25,国证有色,"4,751.11",2015/12/25,国证食品,"8,609.79",2015/12/25,中证银行,"6,083.23",2015/12/25,证券公司,"1,086.47",2015/12/25,国证新能,"2,596.99",2015/12/25,国证钢铁,"1,772.82",2015/12/25,移动互联,"3,429.74",2015/12/25,中证传媒,"3,229.38",2015/12/25,中证国防,"2,042.43",2015/12/25,国企改革,"1,698.41",2015/12/25,中证酒,"2,312.15",2015/12/25,中证煤炭,"1,570.23"
2015/12/28,中证环保,"2,110.66",2015/12/28,国证地产,"8,633.57",2015/12/28,国证医药,"9,653.47",2015/12/28,国证有色,"4,612.77",2015/12/28,国证食品,"8,383.24",2015/12/28,中证银行,"5,903.04",2015/12/28,证券公司,"1,041.05",2015/12/28,国证新能,"2,542.44",2015/12/28,国证钢铁,"1,737.05",2015/12/28,移动互联,"3,371.39",2015/12/28,中证传媒,"3,149.59",2015/12/28,中证国防,"2,007.40",2015/12/28,国企改革,"1,655.68",2015/12/28,中证酒,"2,259.89",2015/12/28,中证煤炭,"1,521.91"
2015/12/29,中证环保,"2,126.32",2015/12/29,国证地产,"8,683.35",2015/12/29,国证医药,"9,726.39",2015/12/29,国证有色,"4,666.34",2015/12/29,国证食品,"8,478.13",2015/12/29,中证银行,"5,961.55",2015/12/29,证券公司,"1,055.50",2015/12/29,国证新能,"2,598.40",2015/12/29,国证钢铁,"1,749.87",2015/12/29,移动互联,"3,396.11",2015/12/29,中证传媒,"3,153.66",2015/12/29,中证国防,"2,023.88",2015/12/29,国企改革,"1,670.65",2015/12/29,中证酒,"2,293.97",2015/12/29,中证煤炭,"1,545.55"
2015/12/30,中证环保,"2,142.93",2015/12/30,国证地产,"8,629.44",2015/12/30,国证医药,"9,767.08",2015/12/30,国证有色,"4,694.49",2015/12/30,国证食品,"8,493.56",2015/12/30,中证银行,"5,979.95",2015/12/30,证券公司,"1,052.76",2015/12/30,国证新能,"2,613.24",2015/12/30,国证钢铁,"1,748.65",2015/12/30,移动互联,"3,432.29",2015/12/30,中证传媒,"3,173.52",2015/12/30,中证国防,"2,076.47",2015/12/30,国企改革,"1,679.95",2015/12/30,中证酒,"2,298.64",2015/12/30,中证煤炭,"1,551.34"
2015/12/31,中证环保,"2,122.02",2015/12/31,国证地产,"8,497.53",2015/12/31,国证医药,"9,689.84",2015/12/31,国证有色,"4,628.17",2015/12/31,国证食品,"8,462.95",2015/12/31,中证银行,"5,962.16",2015/12/31,证券公司,"1,038.16",2015/12/31,国证新能,"2,572.92",2015/12/31,国证钢铁,"1,740.09",2015/12/31,移动互联,"3,348.09",2015/12/31,中证传媒,"3,098.67",2015/12/31,中证国防,"2,049.26",2015/12/31,国企改革,"1,667.55",2015/12/31,中证酒,"2,302.35",2015/12/31,中证煤炭,"1,536.33"
2016/1/4,中证环保,"1,938.94",2016/1/4,国证地产,"7,873.40",2016/1/4,国证医药,"8,886.60",2016/1/4,国证有色,"4,257.34",2016/1/4,国证食品,"7,870.76",2016/1/4,中证银行,"5,692.13",2016/1/4,证券公司,940.971,2016/1/4,国证新能,"2,338.81",2016/1/4,国证钢铁,"1,610.84",2016/1/4,移动互联,"3,075.88",2016/1/4,中证传媒,"2,831.34",2016/1/4,中证国防,"1,920.86",2016/1/4,国企改革,"1,531.94",2016/1/4,中证酒,"2,136.70",2016/1/4,中证煤炭,"1,421.77"
2016/1/5,中证环保,"1,915.65",2016/1/5,国证地产,"7,807.02",2016/1/5,国证医药,"8,762.16",2016/1/5,国证有色,"4,242.95",2016/1/5,国证食品,"7,914.18",2016/1/5,中证银行,"5,734.88",2016/1/5,证券公司,941.72,2016/1/5,国证新能,"2,291.12",2016/1/5,国证钢铁,"1,650.12",2016/1/5,移动互联,"2,991.21",2016/1/5,中证传媒,"2,752.45",2016/1/5,中证国防,"1,979.20",2016/1/5,国企改革,"1,531.66",2016/1/5,中证酒,"2,142.28",2016/1/5,中证煤炭,"1,436.38"
2016/1/6,中证环保,"1,958.91",2016/1/6,国证地产,"7,949.42",2016/1/6,国证医药,"8,914.62",2016/1/6,国证有色,"4,443.42",2016/1/6,国证食品,"8,016.12",2016/1/6,中证银行,"5,778.78",2016/1/6,证券公司,956.842,2016/1/6,国证新能,"2,345.35",2016/1/6,国证钢铁,"1,768.28",2016/1/6,移动互联,"3,046.75",2016/1/6,中证传媒,"2,804.18",2016/1/6,中证国防,"2,032.03",2016/1/6,国企改革,"1,566.05",2016/1/6,中证酒,"2,187.12",2016/1/6,中证煤炭,"1,563.29"
