时间,简称,收盘价(元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/9/25,中证环保,865.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/9/26,中证环保,843.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/9/27,中证环保,862.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/9/28,中证环保,877.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/2,中证环保,881.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/5,中证环保,879.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/6,中证环保,876.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/7,中证环保,877.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/8,中证环保,853.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/9,中证环保,851.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/12,中证环保,860.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/13,中证环保,845.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/14,中证环保,848.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/15,中证环保,832.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/16,中证环保,831.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/19,中证环保,837.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/20,中证环保,835.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/21,中证环保,840.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/22,中证环保,831.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/23,中证环保,832.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/26,中证环保,820.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/27,中证环保,788.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/28,中证环保,774.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/29,中证环保,766.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/11/30,中证环保,775.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/3,中证环保,753.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/4,中证环保,761.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/5,中证环保,790.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/6,中证环保,788.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/7,中证环保,807.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/10,中证环保,824.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/17,中证环保,845.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/18,中证环保,845.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/19,中证环保,850.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/20,中证环保,858.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/21,中证环保,854.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/24,中证环保,857.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/25,中证环保,875.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/26,中证环保,889.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/27,中证环保,880.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/28,中证环保,886.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/12/31,中证环保,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/4,中证环保,897.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/7,中证环保,909.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/8,中证环保,921.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/9,中证环保,922.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/10,中证环保,935.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/11,中证环保,916.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/14,中证环保,949.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/15,中证环保,975.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/16,中证环保,965.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/17,中证环保,950.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/18,中证环保,966.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/21,中证环保,973.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/22,中证环保,950.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/23,中证环保,952.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/24,中证环保,928.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/25,中证环保,926.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/28,中证环保,948.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/29,中证环保,956.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/30,中证环保,953.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/1/31,中证环保,953.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/1,中证环保,959.5,2013/2/1,国证地产,"4,282.67",2013/2/1,国证医药,"5,161.57",2013/2/1,国证有色,"5,156.85",2013/2/1,国证食品,"6,241.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/4,中证环保,949.49,2013/2/4,国证地产,"4,261.31",2013/2/4,国证医药,"5,054.19",2013/2/4,国证有色,"5,250.50",2013/2/4,国证食品,"6,148.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/5,中证环保,958.5,2013/2/5,国证地产,"4,389.64",2013/2/5,国证医药,"5,156.71",2013/2/5,国证有色,"5,257.54",2013/2/5,国证食品,"6,394.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/6,中证环保,964.44,2013/2/6,国证地产,"4,323.18",2013/2/6,国证医药,"5,256.56",2013/2/6,国证有色,"5,254.32",2013/2/6,国证食品,"6,371.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/7,中证环保,970.41,2013/2/7,国证地产,"4,294.86",2013/2/7,国证医药,"5,309.55",2013/2/7,国证有色,"5,248.69",2013/2/7,国证食品,"6,419.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/8,中证环保,984.95,2013/2/8,国证地产,"4,318.36",2013/2/8,国证医药,"5,416.57",2013/2/8,国证有色,"5,283.23",2013/2/8,国证食品,"6,465.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/18,中证环保,"1,006.99",2013/2/18,国证地产,"4,274.27",2013/2/18,国证医药,"5,409.62",2013/2/18,国证有色,"5,157.66",2013/2/18,国证食品,"6,339.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/19,中证环保,992.13,2013/2/19,国证地产,"4,097.25",2013/2/19,国证医药,"5,375.57",2013/2/19,国证有色,"5,047.67",2013/2/19,国证食品,"6,313.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/20,中证环保,"1,019.17",2013/2/20,国证地产,"4,160.07",2013/2/20,国证医药,"5,621.31",2013/2/20,国证有色,"5,084.86",2013/2/20,国证食品,"6,411.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/21,中证环保,"1,001.00",2013/2/21,国证地产,"4,094.80",2013/2/21,国证医药,"5,526.76",2013/2/21,国证有色,"4,874.31",2013/2/21,国证食品,"6,434.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/22,中证环保,993.63,2013/2/22,国证地产,"4,094.69",2013/2/22,国证医药,"5,451.69",2013/2/22,国证有色,"4,920.44",2013/2/22,国证食品,"6,565.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/25,中证环保,"1,021.59",2013/2/25,国证地产,"4,048.07",2013/2/25,国证医药,"5,500.65",2013/2/25,国证有色,"4,907.01",2013/2/25,国证食品,"6,493.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/26,中证环保,"1,003.78",2013/2/26,国证地产,"3,975.74",2013/2/26,国证医药,"5,469.98",2013/2/26,国证有色,"4,810.95",2013/2/26,国证食品,"6,343.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/27,中证环保,"1,003.00",2013/2/27,国证地产,"4,082.72",2013/2/27,国证医药,"5,398.29",2013/2/27,国证有色,"4,846.21",2013/2/27,国证食品,"6,305.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/2/28,中证环保,"1,030.16",2013/2/28,国证地产,"4,222.39",2013/2/28,国证医药,"5,481.45",2013/2/28,国证有色,"4,949.27",2013/2/28,国证食品,"6,346.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/1,中证环保,"1,059.71",2013/3/1,国证地产,"4,203.09",2013/3/1,国证医药,"5,595.54",2013/3/1,国证有色,"4,915.61",2013/3/1,国证食品,"6,355.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/4,中证环保,"1,039.60",2013/3/4,国证地产,"3,835.19",2013/3/4,国证医药,"5,515.71",2013/3/4,国证有色,"4,714.91",2013/3/4,国证食品,"6,327.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/5,中证环保,"1,060.02",2013/3/5,国证地产,"3,847.76",2013/3/5,国证医药,"5,695.86",2013/3/5,国证有色,"4,779.30",2013/3/5,国证食品,"6,472.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/6,中证环保,"1,069.38",2013/3/6,国证地产,"3,874.25",2013/3/6,国证医药,"5,760.55",2013/3/6,国证有色,"4,813.84",2013/3/6,国证食品,"6,609.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/7,中证环保,"1,041.01",2013/3/7,国证地产,"3,897.77",2013/3/7,国证医药,"5,596.93",2013/3/7,国证有色,"4,821.36",2013/3/7,国证食品,"6,654.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/8,中证环保,"1,031.38",2013/3/8,国证地产,"3,854.05",2013/3/8,国证医药,"5,518.07",2013/3/8,国证有色,"4,790.27",2013/3/8,国证食品,"6,561.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/11,中证环保,"1,034.18",2013/3/11,国证地产,"3,888.59",2013/3/11,国证医药,"5,565.43",2013/3/11,国证有色,"4,781.92",2013/3/11,国证食品,"6,516.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/12,中证环保,"1,005.54",2013/3/12,国证地产,"3,877.83",2013/3/12,国证医药,"5,405.86",2013/3/12,国证有色,"4,711.71",2013/3/12,国证食品,"6,419.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/13,中证环保,994.03,2013/3/13,国证地产,"3,793.75",2013/3/13,国证医药,"5,371.08",2013/3/13,国证有色,"4,742.36",2013/3/13,国证食品,"6,408.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/14,中证环保,999.24,2013/3/14,国证地产,"3,781.41",2013/3/14,国证医药,"5,471.04",2013/3/14,国证有色,"4,678.50",2013/3/14,国证食品,"6,346.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/15,中证环保,"1,005.80",2013/3/15,国证地产,"3,714.07",2013/3/15,国证医药,"5,507.96",2013/3/15,国证有色,"4,650.67",2013/3/15,国证食品,"6,308.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/18,中证环保,996.88,2013/3/18,国证地产,"3,729.45",2013/3/18,国证医药,"5,457.07",2013/3/18,国证有色,"4,520.91",2013/3/18,国证食品,"6,197.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/19,中证环保,994.32,2013/3/19,国证地产,"3,828.57",2013/3/19,国证医药,"5,414.50",2013/3/19,国证有色,"4,543.56",2013/3/19,国证食品,"6,146.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/20,中证环保,"1,025.14",2013/3/20,国证地产,"3,938.31",2013/3/20,国证医药,"5,551.23",2013/3/20,国证有色,"4,647.07",2013/3/20,国证食品,"6,302.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/21,中证环保,"1,044.86",2013/3/21,国证地产,"3,907.81",2013/3/21,国证医药,"5,635.90",2013/3/21,国证有色,"4,642.53",2013/3/21,国证食品,"6,314.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/22,中证环保,"1,042.68",2013/3/22,国证地产,"3,932.38",2013/3/22,国证医药,"5,681.46",2013/3/22,国证有色,"4,643.50",2013/3/22,国证食品,"6,323.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/25,中证环保,"1,039.09",2013/3/25,国证地产,"3,960.79",2013/3/25,国证医药,"5,651.36",2013/3/25,国证有色,"4,693.25",2013/3/25,国证食品,"6,331.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/26,中证环保,"1,023.52",2013/3/26,国证地产,"3,952.63",2013/3/26,国证医药,"5,669.55",2013/3/26,国证有色,"4,600.48",2013/3/26,国证食品,"6,381.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/27,中证环保,"1,026.87",2013/3/27,国证地产,"3,975.69",2013/3/27,国证医药,"5,736.77",2013/3/27,国证有色,"4,604.43",2013/3/27,国证食品,"6,255.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/28,中证环保,997.1,2013/3/28,国证地产,"3,841.20",2013/3/28,国证医药,"5,677.39",2013/3/28,国证有色,"4,491.93",2013/3/28,国证食品,"6,175.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/3/29,中证环保,993.3,2013/3/29,国证地产,"3,827.26",2013/3/29,国证医药,"5,635.37",2013/3/29,国证有色,"4,446.52",2013/3/29,国证食品,"6,130.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/1,中证环保,"1,002.04",2013/4/1,国证地产,"3,890.86",2013/4/1,国证医药,"5,669.48",2013/4/1,国证有色,"4,390.62",2013/4/1,国证食品,"6,045.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/2,中证环保,987.6,2013/4/2,国证地产,"3,940.99",2013/4/2,国证医药,"5,443.74",2013/4/2,国证有色,"4,392.72",2013/4/2,国证食品,"5,964.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/3,中证环保,970.87,2013/4/3,国证地产,"3,893.58",2013/4/3,国证医药,"5,450.45",2013/4/3,国证有色,"4,390.14",2013/4/3,国证食品,"5,923.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/8,中证环保,974.24,2013/4/8,国证地产,"3,849.50",2013/4/8,国证医药,"5,539.68",2013/4/8,国证有色,"4,372.64",2013/4/8,国证食品,"5,980.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/9,中证环保,985.4,2013/4/9,国证地产,"3,911.63",2013/4/9,国证医药,"5,442.02",2013/4/9,国证有色,"4,429.25",2013/4/9,国证食品,"5,970.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/10,中证环保,983,2013/4/10,国证地产,"3,909.33",2013/4/10,国证医药,"5,342.43",2013/4/10,国证有色,"4,472.48",2013/4/10,国证食品,"6,110.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/11,中证环保,980.5,2013/4/11,国证地产,"3,887.32",2013/4/11,国证医药,"5,346.53",2013/4/11,国证有色,"4,399.90",2013/4/11,国证食品,"6,057.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/12,中证环保,971.65,2013/4/12,国证地产,"3,871.98",2013/4/12,国证医药,"5,313.34",2013/4/12,国证有色,"4,359.16",2013/4/12,国证食品,"6,124.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/15,中证环保,958.23,2013/4/15,国证地产,"3,904.73",2013/4/15,国证医药,"5,295.04",2013/4/15,国证有色,"4,192.14",2013/4/15,国证食品,"6,023.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/16,中证环保,968.82,2013/4/16,国证地产,"4,066.12",2013/4/16,国证医药,"5,319.76",2013/4/16,国证有色,"4,180.01",2013/4/16,国证食品,"5,990.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/17,中证环保,975.78,2013/4/17,国证地产,"4,075.33",2013/4/17,国证医药,"5,433.18",2013/4/17,国证有色,"4,159.91",2013/4/17,国证食品,"6,130.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/18,中证环保,982.91,2013/4/18,国证地产,"4,078.42",2013/4/18,国证医药,"5,408.05",2013/4/18,国证有色,"4,144.65",2013/4/18,国证食品,"6,091.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/19,中证环保,"1,005.40",2013/4/19,国证地产,"4,139.34",2013/4/19,国证医药,"5,501.44",2013/4/19,国证有色,"4,261.90",2013/4/19,国证食品,"6,196.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/22,中证环保,"1,012.88",2013/4/22,国证地产,"4,069.31",2013/4/22,国证医药,"5,555.27",2013/4/22,国证有色,"4,252.22",2013/4/22,国证食品,"6,111.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/23,中证环保,982.4,2013/4/23,国证地产,"3,918.75",2013/4/23,国证医药,"5,415.13",2013/4/23,国证有色,"4,136.29",2013/4/23,国证食品,"6,027.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/24,中证环保,"1,003.10",2013/4/24,国证地产,"3,966.50",2013/4/24,国证医药,"5,526.96",2013/4/24,国证有色,"4,202.09",2013/4/24,国证食品,"6,048.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/25,中证环保,985.12,2013/4/25,国证地产,"3,869.45",2013/4/25,国证医药,"5,511.41",2013/4/25,国证有色,"4,186.85",2013/4/25,国证食品,"5,997.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/4/26,中证环保,963.83,2013/4/26,国证地产,"3,863.10",2013/4/26,国证医药,"5,420.89",2013/4/26,国证有色,"4,162.25",2013/4/26,国证食品,"5,892.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/2,中证环保,969.67,2013/5/2,国证地产,"3,923.67",2013/5/2,国证医药,"5,488.71",2013/5/2,国证有色,"4,065.21",2013/5/2,国证食品,"5,806.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/3,中证环保,993.47,2013/5/3,国证地产,"3,989.11",2013/5/3,国证医药,"5,628.82",2013/5/3,国证有色,"4,128.00",2013/5/3,国证食品,"5,887.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/6,中证环保,"1,012.63",2013/5/6,国证地产,"4,010.37",2013/5/6,国证医药,"5,703.51",2013/5/6,国证有色,"4,245.59",2013/5/6,国证食品,"6,043.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/7,中证环保,"1,021.12",2013/5/7,国证地产,"4,055.30",2013/5/7,国证医药,"5,675.36",2013/5/7,国证有色,"4,298.04",2013/5/7,国证食品,"6,135.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/8,中证环保,"1,031.76",2013/5/8,国证地产,"4,070.81",2013/5/8,国证医药,"5,790.38",2013/5/8,国证有色,"4,287.77",2013/5/8,国证食品,"6,152.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/9,中证环保,"1,040.83",2013/5/9,国证地产,"4,003.69",2013/5/9,国证医药,"5,756.31",2013/5/9,国证有色,"4,291.25",2013/5/9,国证食品,"6,212.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/10,中证环保,"1,056.98",2013/5/10,国证地产,"4,053.66",2013/5/10,国证医药,"5,766.51",2013/5/10,国证有色,"4,300.30",2013/5/10,国证食品,"6,205.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/13,中证环保,"1,060.51",2013/5/13,国证地产,"4,017.79",2013/5/13,国证医药,"5,746.30",2013/5/13,国证有色,"4,281.75",2013/5/13,国证食品,"6,219.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/14,中证环保,"1,054.23",2013/5/14,国证地产,"3,957.73",2013/5/14,国证医药,"5,693.22",2013/5/14,国证有色,"4,213.92",2013/5/14,国证食品,"6,084.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/15,中证环保,"1,079.59",2013/5/15,国证地产,"3,964.63",2013/5/15,国证医药,"5,786.43",2013/5/15,国证有色,"4,206.85",2013/5/15,国证食品,"6,148.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/16,中证环保,"1,085.75",2013/5/16,国证地产,"4,107.44",2013/5/16,国证医药,"5,821.36",2013/5/16,国证有色,"4,231.90",2013/5/16,国证食品,"6,201.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/17,中证环保,"1,104.63",2013/5/17,国证地产,"4,224.28",2013/5/17,国证医药,"5,843.56",2013/5/17,国证有色,"4,309.76",2013/5/17,国证食品,"6,284.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/20,中证环保,"1,133.16",2013/5/20,国证地产,"4,204.23",2013/5/20,国证医药,"5,675.49",2013/5/20,国证有色,"4,358.14",2013/5/20,国证食品,"6,344.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/21,中证环保,"1,153.54",2013/5/21,国证地产,"4,252.61",2013/5/21,国证医药,"5,718.64",2013/5/21,国证有色,"4,366.58",2013/5/21,国证食品,"6,303.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/22,中证环保,"1,138.71",2013/5/22,国证地产,"4,290.69",2013/5/22,国证医药,"5,718.37",2013/5/22,国证有色,"4,375.13",2013/5/22,国证食品,"6,369.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/23,中证环保,"1,131.22",2013/5/23,国证地产,"4,254.15",2013/5/23,国证医药,"5,716.02",2013/5/23,国证有色,"4,289.02",2013/5/23,国证食品,"6,320.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/24,中证环保,"1,159.37",2013/5/24,国证地产,"4,255.76",2013/5/24,国证医药,"5,805.53",2013/5/24,国证有色,"4,327.13",2013/5/24,国证食品,"6,335.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/27,中证环保,"1,180.20",2013/5/27,国证地产,"4,249.77",2013/5/27,国证医药,"5,871.95",2013/5/27,国证有色,"4,302.95",2013/5/27,国证食品,"6,345.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/28,中证环保,"1,167.61",2013/5/28,国证地产,"4,404.63",2013/5/28,国证医药,"5,898.97",2013/5/28,国证有色,"4,388.63",2013/5/28,国证食品,"6,402.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/29,中证环保,"1,179.20",2013/5/29,国证地产,"4,425.82",2013/5/29,国证医药,"5,954.39",2013/5/29,国证有色,"4,368.71",2013/5/29,国证食品,"6,418.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/30,中证环保,"1,178.97",2013/5/30,国证地产,"4,416.53",2013/5/30,国证医药,"6,015.12",2013/5/30,国证有色,"4,355.13",2013/5/30,国证食品,"6,423.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/5/31,中证环保,"1,175.05",2013/5/31,国证地产,"4,314.40",2013/5/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/3,中证环保,"1,160.12",2013/6/3,国证地产,"4,334.43",2013/6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/4,中证环保,"1,146.48",2013/6/4,国证地产,"4,277.31",2013/6/4,国证医药,"5,859.36",2013/6/4,国证有色,"4,244.46",2013/6/4,国证食品,"6,263.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/5,中证环保,"1,149.38",2013/6/5,国证地产,"4,283.25",2013/6/5,国证医药,"5,882.99",2013/6/5,国证有色,"4,255.52",2013/6/5,国证食品,"6,305.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/6,中证环保,"1,121.38",2013/6/6,国证地产,"4,165.99",2013/6/6,国证医药,"5,762.35",2013/6/6,国证有色,"4,205.46",2013/6/6,国证食品,"6,256.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/7,中证环保,"1,099.19",2013/6/7,国证地产,"4,063.33",2013/6/7,国证医药,"5,665.02",2013/6/7,国证有色,"4,134.05",2013/6/7,国证食品,"6,086.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/13,中证环保,"1,078.53",2013/6/13,国证地产,"3,889.62",2013/6/13,国证医药,"5,577.40",2013/6/13,国证有色,"3,954.29",2013/6/13,国证食品,"5,975.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/14,中证环保,"1,107.91",2013/6/14,国证地产,"3,927.41",2013/6/14,国证医药,"5,713.81",2013/6/14,国证有色,"3,969.86",2013/6/14,国证食品,"6,004.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/17,中证环保,"1,116.01",2013/6/17,国证地产,"3,875.77",2013/6/17,国证医药,"5,821.67",2013/6/17,国证有色,"3,941.46",2013/6/17,国证食品,"5,963.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
