"代码","简称","时间","收盘价(元)","最高价(元)","最低价(元)","前收盘价(元)","成交量","成交金额(元)"
"000827.SH","中证环保","2012-09-25","865.6900","875.5700","863.0600","0.0000","268,017,300.0000","2,385,310,000.0000"
"000827.SH","中证环保","2012-09-26","843.7600","867.8300","842.4500","865.6900","315,097,500.0000","2,674,870,000.0000"
"000827.SH","中证环保","2012-09-27","862.5500","867.5100","842.2400","843.7600","415,982,600.0000","3,521,560,000.0000"
"000827.SH","中证环保","2012-09-28","877.9100","878.5000","857.2000","862.5500","466,759,700.0000","3,931,090,000.0000"
"000827.SH","中证环保","2012-11-02","881.7700","882.6100","874.2700","877.9100","381,247,200.0000","3,398,210,000.0000"
"000827.SH","中证环保","2012-11-05","879.7500","884.2300","875.4900","881.7700","410,834,200.0000","3,607,190,000.0000"
"000827.SH","中证环保","2012-11-06","876.5200","881.4500","865.2600","879.7500","451,898,600.0000","4,006,900,000.0000"
"000827.SH","中证环保","2012-11-07","877.1300","879.4700","870.0200","876.5200","447,595,800.0000","4,516,890,000.0000"
"000827.SH","中证环保","2012-11-08","853.1200","869.9100","853.1200","877.1300","445,253,100.0000","4,089,660,000.0000"
"000827.SH","中证环保","2012-11-09","851.3100","856.3900","848.4000","853.1200","343,823,100.0000","3,241,380,000.0000"
"000827.SH","中证环保","2012-11-12","860.7500","863.1500","852.3200","851.3100","422,598,000.0000","3,995,700,000.0000"
"000827.SH","中证环保","2012-11-13","845.6500","861.2700","843.8500","860.7500","426,949,900.0000","3,908,970,000.0000"
"000827.SH","中证环保","2012-11-14","848.4400","849.0500","836.4100","845.6500","376,045,100.0000","3,474,020,000.0000"
"000827.SH","中证环保","2012-11-15","832.2700","848.3200","831.5200","848.4400","386,785,000.0000","3,536,260,000.0000"
"000827.SH","中证环保","2012-11-16","831.3600","836.3000","824.7800","832.2700","416,085,000.0000","3,658,020,000.0000"
"000827.SH","中证环保","2012-11-19","837.6500","837.7000","826.4400","831.3600","385,350,600.0000","3,368,870,000.0000"
"000827.SH","中证环保","2012-11-20","835.0900","842.3100","832.8700","837.6500","384,205,300.0000","3,332,040,000.0000"
"000827.SH","中证环保","2012-11-21","840.6800","840.6800","822.3900","835.0900","375,001,000.0000","3,249,930,000.0000"
"000827.SH","中证环保","2012-11-22","831.4200","838.7300","829.0300","840.6800","341,074,800.0000","2,863,630,000.0000"
"000827.SH","中证环保","2012-11-23","832.1600","836.8900","829.7500","831.4200","345,342,100.0000","2,940,260,000.0000"
"000827.SH","中证环保","2012-11-26","820.6100","831.2700","819.9300","832.1600","340,364,600.0000","2,877,080,000.0000"
"000827.SH","中证环保","2012-11-27","788.7600","817.4800","788.5900","820.6100","443,872,400.0000","3,584,600,000.0000"
"000827.SH","中证环保","2012-11-28","774.2800","785.1700","771.9800","788.7600","367,554,000.0000","2,875,550,000.0000"
"000827.SH","中证环保","2012-11-29","766.2600","780.5800","765.2300","774.2800","307,846,200.0000","2,364,110,000.0000"
"000827.SH","中证环保","2012-11-30","775.2400","775.5600","764.1500","766.2600","323,543,100.0000","2,587,880,000.0000"
"000827.SH","中证环保","2012-12-03","753.9300","777.5200","753.2500","775.2400","334,963,000.0000","2,672,990,000.0000"
"000827.SH","中证环保","2012-12-04","761.1900","762.1000","741.1700","753.9300","380,212,200.0000","2,926,900,000.0000"
"000827.SH","中证环保","2012-12-05","790.0200","793.7000","756.9400","761.1900","635,992,900.0000","5,065,310,000.0000"
"000827.SH","中证环保","2012-12-06","788.0700","794.9000","784.6400","790.0200","431,322,200.0000","3,275,690,000.0000"
"000827.SH","中证环保","2012-12-07","807.4800","808.1200","785.9300","788.0700","644,330,100.0000","5,041,100,000.0000"
"000827.SH","中证环保","2012-12-10","824.7200","824.8000","808.8600","807.4800","770,808,300.0000","6,077,050,000.0000"
"000827.SH","中证环保","2012-12-17","845.5800","847.7300","837.2900","824.7200","908,923,800.0000","7,471,700,000.0000"
"000827.SH","中证环保","2012-12-18","845.0200","854.1400","839.2400","845.5800","817,662,100.0000","6,658,510,000.0000"
"000827.SH","中证环保","2012-12-19","850.7600","853.1000","846.1900","845.0200","669,056,700.0000","5,827,790,000.0000"
"000827.SH","中证环保","2012-12-20","858.0700","858.0700","845.2100","850.7600","817,770,600.0000","6,795,450,000.0000"
"000827.SH","中证环保","2012-12-21","854.7900","865.2400","850.1000","858.0700","877,492,600.0000","7,985,960,000.0000"
"000827.SH","中证环保","2012-12-24","857.3600","859.3600","851.2700","854.7900","648,823,900.0000","5,943,670,000.0000"
"000827.SH","中证环保","2012-12-25","875.5600","877.9800","852.2700","857.3600","984,744,000.0000","8,782,520,000.0000"
"000827.SH","中证环保","2012-12-26","889.8700","889.8700","874.3800","875.5600","954,998,400.0000","8,796,430,000.0000"
"000827.SH","中证环保","2012-12-27","880.1100","896.1100","879.8700","889.8700","907,984,400.0000","8,148,440,000.0000"
"000827.SH","中证环保","2012-12-28","886.6400","887.6400","874.7000","880.1100","694,644,800.0000","6,414,830,000.0000"
"000827.SH","中证环保","2012-12-31","898.0000","898.0000","885.8000","886.6400","806,499,200.0000","7,632,910,000.0000"
"000827.SH","中证环保","2013-01-04","897.5800","907.3700","888.4500","898.0000","888,594,900.0000","8,761,990,000.0000"
"000827.SH","中证环保","2013-01-07","909.1100","909.2700","893.3000","897.5800","858,215,400.0000","8,356,410,000.0000"
"000827.SH","中证环保","2013-01-08","921.0800","924.1800","903.4400","909.1100","1,111,337,500.0000","10,676,750,000.0000"
"000827.SH","中证环保","2013-01-09","922.5900","929.3000","912.1200","921.0800","998,228,000.0000","9,805,050,000.0000"
"000827.SH","中证环保","2013-01-10","935.2900","937.6400","924.5900","922.5900","1,118,167,700.0000","10,517,410,000.0000"
"000827.SH","中证环保","2013-01-11","916.1200","937.5200","913.9700","935.2900","1,102,200,900.0000","10,623,990,000.0000"
"000827.SH","中证环保","2013-01-14","949.2000","949.9400","919.5600","916.1200","1,186,774,300.0000","12,038,090,000.0000"
"000827.SH","中证环保","2013-01-15","975.6400","980.4500","949.4700","949.2000","1,556,439,800.0000","15,870,430,000.0000"
"000827.SH","中证环保","2013-01-16","965.4500","975.5300","950.5800","975.6400","1,324,010,600.0000","13,189,550,000.0000"
"000827.SH","中证环保","2013-01-17","950.1000","963.3500","948.5600","965.4500","898,574,400.0000","8,699,210,000.0000"
"000827.SH","中证环保","2013-01-18","966.8800","969.1000","952.9800","950.1000","1,053,327,800.0000","10,260,560,000.0000"
"000827.SH","中证环保","2013-01-21","973.7100","974.4300","964.4500","966.8800","935,450,400.0000","9,806,810,000.0000"
"000827.SH","中证环保","2013-01-22","950.1000","971.8700","944.6600","973.7100","982,023,800.0000","9,937,880,000.0000"
"000827.SH","中证环保","2013-01-23","952.6800","956.2600","937.9700","950.1000","711,773,900.0000","7,416,320,000.0000"
"000827.SH","中证环保","2013-01-24","928.1900","960.6200","922.2400","952.6800","881,209,600.0000","9,116,410,000.0000"
"000827.SH","中证环保","2013-01-25","926.9100","932.7500","923.1700","928.1900","542,804,200.0000","5,581,460,000.0000"
"000827.SH","中证环保","2013-01-28","948.7000","948.8300","927.5800","926.9100","672,889,700.0000","7,004,390,000.0000"
"000827.SH","中证环保","2013-01-29","956.5900","959.2800","950.2500","948.7000","754,825,200.0000","8,272,160,000.0000"
"000827.SH","中证环保","2013-01-30","953.0100","958.6700","945.9200","956.5900","747,708,400.0000","7,424,000,000.0000"
"000827.SH","中证环保","2013-01-31","953.2200","954.2700","944.9500","953.0100","877,826,900.0000","8,892,560,000.0000"
"000827.SH","中证环保","2013-02-01","959.5000","959.5200","947.8600","953.2200","796,618,300.0000","8,094,580,000.0000"
"000827.SH","中证环保","2013-02-04","949.4900","963.7600","946.3700","959.5000","932,029,000.0000","9,758,410,000.0000"
"000827.SH","中证环保","2013-02-05","958.5000","958.5900","942.7000","949.4900","767,797,800.0000","7,320,760,000.0000"
"000827.SH","中证环保","2013-02-06","964.4400","967.9600","957.3100","958.5000","803,498,200.0000","7,791,140,000.0000"
"000827.SH","中证环保","2013-02-07","970.4100","971.3100","961.2700","964.4400","700,731,300.0000","7,628,730,000.0000"
"000827.SH","中证环保","2013-02-08","984.9500","987.9800","969.8200","970.4100","665,931,900.0000","7,446,280,000.0000"
"000827.SH","中证环保","2013-02-18","1,006.9900","1,007.7500","992.3600","984.9500","1,036,921,000.0000","10,966,560,000.0000"
"000827.SH","中证环保","2013-02-19","992.1300","1,008.6300","988.8200","1,006.9900","1,051,403,400.0000","11,065,410,000.0000"
"000827.SH","中证环保","2013-02-20","1,019.1700","1,019.2200","991.5600","992.1300","1,099,377,900.0000","11,722,580,000.0000"
"000827.SH","中证环保","2013-02-21","1,001.0000","1,013.9400","990.3200","1,019.1700","1,179,819,500.0000","12,318,570,000.0000"
"000827.SH","中证环保","2013-02-22","993.6300","1,005.5000","992.1200","1,001.0000","728,517,000.0000","7,645,010,000.0000"
"000827.SH","中证环保","2013-02-25","1,021.5900","1,025.0200","997.1500","993.6300","929,317,700.0000","10,324,820,000.0000"
"000827.SH","中证环保","2013-02-26","1,003.7800","1,028.2600","1,002.0900","1,021.5900","1,087,563,100.0000","11,777,410,000.0000"
"000827.SH","中证环保","2013-02-27","1,003.0000","1,015.3600","991.3200","1,003.7800","861,153,300.0000","9,055,480,000.0000"
"000827.SH","中证环保","2013-02-28","1,030.1600","1,030.1700","1,003.4800","1,003.0000","1,055,136,400.0000","11,216,170,000.0000"
"000827.SH","中证环保","2013-03-01","1,059.7100","1,061.2300","1,028.8000","1,030.1600","1,432,833,400.0000","15,258,210,000.0000"
"000827.SH","中证环保","2013-03-04","1,039.6000","1,066.1300","1,029.2000","1,059.7100","1,821,421,600.0000","19,499,110,000.0000"
"000827.SH","中证环保","2013-03-05","1,060.0200","1,060.6600","1,026.2100","1,039.6000","1,495,633,000.0000","15,404,710,000.0000"
"000827.SH","中证环保","2013-03-06","1,069.3800","1,073.5000","1,059.4000","1,060.0200","1,648,503,200.0000","16,973,110,000.0000"
"000827.SH","中证环保","2013-03-07","1,041.0100","1,066.0300","1,031.9900","1,069.3800","1,411,592,300.0000","15,023,510,000.0000"
"000827.SH","中证环保","2013-03-08","1,031.3800","1,048.9600","1,028.5900","1,041.0100","875,198,900.0000","9,262,000,000.0000"
"000827.SH","中证环保","2013-03-11","1,034.1800","1,041.9800","1,025.7100","1,031.3800","831,332,400.0000","8,719,530,000.0000"
"000827.SH","中证环保","2013-03-12","1,005.5400","1,039.3300","989.6100","1,034.1800","1,109,585,100.0000","11,508,880,000.0000"
"000827.SH","中证环保","2013-03-13","994.0300","1,001.6700","984.5400","1,005.5400","732,232,900.0000","7,409,620,000.0000"
"000827.SH","中证环保","2013-03-14","999.2400","1,004.1200","990.2600","994.0300","641,297,700.0000","6,544,550,000.0000"
"000827.SH","中证环保","2013-03-15","1,005.8000","1,024.2700","993.8700","999.2400","1,009,586,000.0000","10,721,370,000.0000"
"000827.SH","中证环保","2013-03-18","996.8800","1,011.7600","995.5600","1,005.8000","1,186,907,500.0000","12,272,040,000.0000"
"000827.SH","中证环保","2013-03-19","994.3200","1,000.5900","974.8300","996.8800","988,846,700.0000","10,098,730,000.0000"
"000827.SH","中证环保","2013-03-20","1,025.1400","1,025.2100","995.1100","994.3200","1,134,484,800.0000","11,812,080,000.0000"
"000827.SH","中证环保","2013-03-21","1,044.8600","1,053.2900","1,023.6700","1,025.1400","1,389,614,300.0000","15,360,920,000.0000"
"000827.SH","中证环保","2013-03-22","1,042.6800","1,044.4600","1,033.3000","1,044.8600","1,078,106,100.0000","11,289,820,000.0000"
"000827.SH","中证环保","2013-03-25","1,039.0900","1,047.3000","1,034.2000","1,042.6800","1,078,888,200.0000","11,352,820,000.0000"
"000827.SH","中证环保","2013-03-26","1,023.5200","1,033.5100","1,013.9000","1,039.0900","903,584,000.0000","9,646,610,000.0000"
"000827.SH","中证环保","2013-03-27","1,026.8700","1,035.1600","1,018.3300","1,023.5200","805,456,900.0000","8,600,940,000.0000"
"000827.SH","中证环保","2013-03-28","997.1000","1,019.5100","997.0700","1,026.8700","899,869,800.0000","9,437,000,000.0000"
"000827.SH","中证环保","2013-03-29","993.3000","1,007.0800","990.6100","997.1000","676,572,000.0000","7,502,110,000.0000"
"000827.SH","中证环保","2013-04-01","1,002.0400","1,006.4900","989.8800","993.3000","738,468,500.0000","8,188,850,000.0000"
"000827.SH","中证环保","2013-04-02","987.6000","1,011.6400","985.1000","1,002.0400","751,062,800.0000","8,421,920,000.0000"
"000827.SH","中证环保","2013-04-03","970.8700","989.5200","965.7400","987.6000","611,011,800.0000","6,515,430,000.0000"
"000827.SH","中证环保","2013-04-08","974.2400","974.2900","942.9200","970.8700","683,654,100.0000","7,179,430,000.0000"
"000827.SH","中证环保","2013-04-09","985.4000","988.7200","976.0500","974.2400","609,165,000.0000","6,741,960,000.0000"
"000827.SH","中证环保","2013-04-10","983.0000","991.5800","974.4700","985.4000","717,591,500.0000","7,619,390,000.0000"
"000827.SH","中证环保","2013-04-11","980.5000","990.6200","979.6600","983.0000","648,476,400.0000","6,557,360,000.0000"
"000827.SH","中证环保","2013-04-12","971.6500","984.1300","971.1700","980.5000","648,095,200.0000","5,872,730,000.0000"
"000827.SH","中证环保","2013-04-15","958.2300","967.7200","954.9700","971.6500","534,858,800.0000","5,254,970,000.0000"
"000827.SH","中证环保","2013-04-16","968.8200","968.9000","945.9400","958.2300","532,473,200.0000","5,551,080,000.0000"
"000827.SH","中证环保","2013-04-17","975.7800","975.8700","964.2900","968.8200","496,481,300.0000","5,475,320,000.0000"
"000827.SH","中证环保","2013-04-18","982.9100","985.2100","967.6300","975.7800","709,824,800.0000","7,826,770,000.0000"
"000827.SH","中证环保","2013-04-19","1,005.4000","1,006.8000","983.0600","982.9100","925,485,600.0000","10,377,420,000.0000"
"000827.SH","中证环保","2013-04-22","1,012.8800","1,012.8900","996.9800","1,005.4000","1,162,318,400.0000","11,212,630,000.0000"
"000827.SH","中证环保","2013-04-23","982.4000","1,011.8200","980.2000","1,012.8800","976,394,900.0000","9,484,920,000.0000"
"000827.SH","中证环保","2013-04-24","1,003.1000","1,005.7200","980.4400","982.4000","1,038,880,200.0000","10,789,610,000.0000"
"000827.SH","中证环保","2013-04-25","985.1200","1,005.2200","984.6500","1,003.1000","1,250,863,500.0000","11,825,910,000.0000"
"000827.SH","中证环保","2013-04-26","963.8300","988.0200","961.3600","985.1200","938,890,400.0000","8,851,590,000.0000"
"000827.SH","中证环保","2013-05-02","969.6700","971.1400","956.9700","963.8300","627,276,100.0000","6,180,400,000.0000"
"000827.SH","中证环保","2013-05-03","993.4700","996.5200","971.9500","969.6700","857,181,600.0000","8,704,770,000.0000"
"000827.SH","中证环保","2013-05-06","1,012.6300","1,013.0600","994.3200","993.4700","973,587,800.0000","10,167,610,000.0000"
"000827.SH","中证环保","2013-05-07","1,021.1200","1,026.6400","1,011.4500","1,012.6300","1,124,839,000.0000","11,527,230,000.0000"
"000827.SH","中证环保","2013-05-08","1,031.7600","1,031.7800","1,018.8000","1,021.1200","1,017,868,500.0000","10,429,550,000.0000"
"000827.SH","中证环保","2013-05-09","1,040.8300","1,041.8900","1,028.9200","1,031.7600","1,263,688,100.0000","14,605,760,000.0000"
"000827.SH","中证环保","2013-05-10","1,056.9800","1,058.6100","1,041.6300","1,040.8300","1,165,193,900.0000","13,777,540,000.0000"
"000827.SH","中证环保","2013-05-13","1,060.5100","1,061.4600","1,050.9200","1,056.9800","963,863,400.0000","10,855,080,000.0000"
"000827.SH","中证环保","2013-05-14","1,054.2300","1,060.1700","1,043.0900","1,060.5100","1,099,999,800.0000","11,872,940,000.0000"
"000827.SH","中证环保","2013-05-15","1,079.5900","1,079.5900","1,052.9300","1,054.2300","1,110,716,600.0000","12,672,410,000.0000"
"000827.SH","中证环保","2013-05-16","1,085.7500","1,094.7300","1,075.5600","1,079.5900","1,349,999,500.0000","15,281,290,000.0000"
"000827.SH","中证环保","2013-05-17","1,104.6300","1,108.2600","1,082.9600","1,085.7500","1,311,393,200.0000","14,952,390,000.0000"
"000827.SH","中证环保","2013-05-20","1,133.1600","1,136.0900","1,105.6900","1,104.6300","1,522,465,800.0000","17,268,900,000.0000"
"000827.SH","中证环保","2013-05-21","1,153.5400","1,154.8700","1,133.1100","1,133.1600","1,874,844,000.0000","19,240,450,000.0000"
"000827.SH","中证环保","2013-05-22","1,138.7100","1,157.2100","1,132.9000","1,153.5400","1,821,320,400.0000","19,359,890,000.0000"
"000827.SH","中证环保","2013-05-23","1,131.2200","1,148.9400","1,126.8400","1,138.7100","1,496,946,200.0000","15,850,210,000.0000"
"000827.SH","中证环保","2013-05-24","1,159.3700","1,159.3700","1,131.5300","1,131.2200","1,353,101,300.0000","14,857,960,000.0000"
"000827.SH","中证环保","2013-05-27","1,180.2000","1,180.3200","1,162.5000","1,159.3700","1,453,592,000.0000","16,543,860,000.0000"
"000827.SH","中证环保","2013-05-28","1,167.6100","1,180.1100","1,154.1400","1,180.2000","1,293,311,100.0000","14,532,720,000.0000"
"000827.SH","中证环保","2013-05-29","1,179.2000","1,181.2000","1,168.7100","1,167.6100","1,323,318,700.0000","15,650,470,000.0000"
"000827.SH","中证环保","2013-05-30","1,178.9700","1,181.4200","1,168.7200","1,179.2000","1,164,446,400.0000","13,855,690,000.0000"
"000827.SH","中证环保","2013-05-31","1,175.0500","1,193.0200","1,173.3900","1,178.9700","1,339,274,300.0000","16,030,570,000.0000"
"000827.SH","中证环保","2013-06-03","1,160.1200","1,177.9100","1,157.2200","1,175.0500","1,148,982,800.0000","13,575,190,000.0000"
"000827.SH","中证环保","2013-06-04","1,146.4800","1,165.2700","1,127.5100","1,160.1200","1,227,714,200.0000","14,361,360,000.0000"
"000827.SH","中证环保","2013-06-05","1,149.3800","1,154.0100","1,136.5300","1,146.4800","984,960,900.0000","11,391,270,000.0000"
"000827.SH","中证环保","2013-06-06","1,121.3800","1,143.8200","1,119.7400","1,149.3800","1,001,671,000.0000","11,061,940,000.0000"
"000827.SH","中证环保","2013-06-07","1,099.1900","1,128.2400","1,093.2200","1,121.3800","994,687,600.0000","10,828,500,000.0000"
"000827.SH","中证环保","2013-06-13","1,078.5300","1,083.1400","1,049.7000","1,099.1900","952,180,600.0000","10,180,090,000.0000"
"000827.SH","中证环保","2013-06-14","1,107.9100","1,108.1500","1,079.4000","1,078.5300","923,721,500.0000","10,806,870,000.0000"
"000827.SH","中证环保","2013-06-17","1,116.0100","1,126.9500","1,104.1500","1,107.9100","1,010,621,800.0000","11,896,630,000.0000"
"000827.SH","中证环保","2013-06-18","1,115.7700","1,119.0200","1,094.9600","1,116.0100","861,071,700.0000","9,505,450,000.0000"
"000827.SH","中证环保","2013-06-19","1,107.7100","1,109.1200","1,091.3300","1,115.7700","853,613,600.0000","9,619,120,000.0000"
"000827.SH","中证环保","2013-06-20","1,059.7500","1,099.5100","1,059.3600","1,107.7100","874,171,700.0000","10,165,950,000.0000"
"000827.SH","中证环保","2013-06-21","1,057.5100","1,065.4700","1,020.0800","1,059.7500","925,898,900.0000","9,641,110,000.0000"
"000827.SH","中证环保","2013-06-24","989.5000","1,055.8600","979.3100","1,057.5100","1,066,140,400.0000","10,755,710,000.0000"
"000827.SH","中证环保","2013-06-25","993.0600","997.7200","912.8700","989.5000","1,374,281,900.0000","13,191,460,000.0000"
"000827.SH","中证环保","2013-06-26","1,025.7900","1,025.8000","987.7400","993.0600","1,134,198,700.0000","11,936,840,000.0000"
"000827.SH","中证环保","2013-06-27","1,010.7500","1,051.2100","1,010.6800","1,025.7900","1,317,378,000.0000","13,406,660,000.0000"
"000827.SH","中证环保","2013-06-28","1,004.9400","1,029.4100","989.6400","1,010.7500","928,801,700.0000","9,037,840,000.0000"
"000827.SH","中证环保","2013-07-01","1,028.8700","1,028.9100","996.7100","1,004.9400","764,048,000.0000","8,952,090,000.0000"
"000827.SH","中证环保","2013-07-02","1,046.9200","1,046.9200","1,026.2200","1,028.8700","920,414,000.0000","11,075,760,000.0000"
"000827.SH","中证环保","2013-07-03","1,045.9400","1,048.8600","1,021.4800","1,046.9200","934,586,200.0000","10,988,470,000.0000"
"000827.SH","中证环保","2013-07-04","1,048.5600","1,061.6500","1,030.5400","1,045.9400","989,241,800.0000","11,406,860,000.0000"
"000827.SH","中证环保","2013-07-05","1,032.2700","1,053.9400","1,032.2700","1,048.5600","836,829,400.0000","9,755,940,000.0000"
"000827.SH","中证环保","2013-07-08","982.5400","1,013.0400","982.5400","1,032.2700","864,239,100.0000","9,215,950,000.0000"
"000827.SH","中证环保","2013-07-09","982.3400","991.6000","968.9500","982.5400","703,122,200.0000","7,842,180,000.0000"
"000827.SH","中证环保","2013-07-10","1,014.6500","1,014.7000","980.0500","982.3400","864,046,600.0000","9,696,030,000.0000"
"000827.SH","中证环保","2013-07-11","1,042.4500","1,050.8800","1,014.9600","1,014.6500","1,244,252,800.0000","13,797,200,000.0000"
"000827.SH","中证环保","2013-07-12","1,038.7400","1,056.6600","1,038.2000","1,042.4500","1,167,930,200.0000","12,957,940,000.0000"
"000827.SH","中证环保","2013-12-10","1,200.6200","1,208.4600","1,195.4000","1,038.7400","873,225,000.0000","10,137,580,000.0000"
"000827.SH","中证环保","2013-12-11","1,189.7400","1,198.4300","1,180.7900","1,200.6200","832,632,700.0000","9,127,420,000.0000"
"000827.SH","中证环保","2013-12-12","1,194.1600","1,201.0800","1,186.9900","1,189.7400","712,263,000.0000","8,219,920,000.0000"
"000827.SH","中证环保","2013-12-13","1,199.9000","1,200.7200","1,185.0600","1,194.1600","714,433,300.0000","8,347,360,000.0000"
"000827.SH","中证环保","2013-12-16","1,185.4500","1,202.2700","1,179.6300","1,199.9000","752,213,300.0000","9,390,030,000.0000"
"000827.SH","中证环保","2013-12-17","1,173.9900","1,187.8000","1,170.2900","1,185.4500","615,449,600.0000","7,032,280,000.0000"
"000827.SH","中证环保","2013-12-18","1,174.3300","1,182.9800","1,170.3500","1,173.9900","595,854,900.0000","6,461,760,000.0000"
"000827.SH","中证环保","2013-12-19","1,166.9800","1,186.7500","1,166.5800","1,174.3300","564,026,500.0000","6,733,920,000.0000"
"000827.SH","中证环保","2013-12-20","1,149.2200","1,169.4900","1,146.5900","1,166.9800","587,781,800.0000","6,552,040,000.0000"
"000827.SH","中证环保","2013-12-23","1,145.5700","1,152.2800","1,128.4900","1,149.2200","452,056,100.0000","5,114,320,000.0000"
"000827.SH","中证环保","2013-12-24","1,155.0100","1,165.0000","1,145.4100","1,145.5700","557,170,000.0000","6,667,410,000.0000"
"000827.SH","中证环保","2013-12-25","1,175.3700","1,175.4100","1,154.6700","1,155.0100","594,257,100.0000","7,320,240,000.0000"
"000827.SH","中证环保","2013-12-26","1,154.1000","1,174.2300","1,153.1700","1,175.3700","642,263,800.0000","7,768,200,000.0000"
"000827.SH","中证环保","2013-12-27","1,176.4700","1,180.2100","1,154.5800","1,154.1000","656,588,500.0000","7,828,340,000.0000"
"000827.SH","中证环保","2013-12-30","1,180.1200","1,185.0500","1,176.8300","1,176.4700","644,073,000.0000","7,571,460,000.0000"
"000827.SH","中证环保","2013-12-31","1,182.9500","1,185.0900","1,172.4200","1,180.1200","599,228,800.0000","7,035,250,000.0000"
"000827.SH","中证环保","2014-01-02","1,193.9500","1,194.1700","1,178.9600","1,182.9500","660,196,200.0000","8,115,700,000.0000"
"000827.SH","中证环保","2014-01-03","1,190.0300","1,200.5900","1,185.8400","1,193.9500","886,425,100.0000","10,659,360,000.0000"
"000827.SH","中证环保","2014-01-06","1,166.4800","1,189.2400","1,166.0900","1,190.0300","897,223,200.0000","10,402,870,000.0000"
"000827.SH","中证环保","2014-01-07","1,180.3400","1,180.6500","1,160.6500","1,166.4800","748,847,900.0000","9,220,270,000.0000"
"000827.SH","中证环保","2014-01-08","1,193.2600","1,198.5900","1,182.1700","1,180.3400","898,521,800.0000","11,058,690,000.0000"
"000827.SH","中证环保","2014-01-09","1,172.6000","1,195.6000","1,171.9100","1,193.2600","798,766,800.0000","9,744,080,000.0000"
"000827.SH","中证环保","2014-01-10","1,146.1500","1,168.3400","1,141.3700","1,172.6000","673,359,400.0000","7,784,870,000.0000"
"000827.SH","中证环保","2014-01-13","1,137.3400","1,153.8300","1,130.8900","1,146.1500","665,299,600.0000","7,973,330,000.0000"
"000827.SH","中证环保","2014-01-14","1,163.5600","1,163.5600","1,135.6700","1,137.3400","685,496,200.0000","7,810,440,000.0000"
"000827.SH","中证环保","2014-01-15","1,174.8800","1,178.0900","1,162.5100","1,163.5600","801,688,300.0000","9,861,390,000.0000"
"000827.SH","中证环保","2014-01-16","1,175.0700","1,185.1800","1,172.9700","1,174.8800","714,719,900.0000","9,109,840,000.0000"
"000827.SH","中证环保","2014-01-17","1,161.2200","1,172.8200","1,160.7700","1,175.0700","691,061,300.0000","7,732,980,000.0000"
"000827.SH","中证环保","2014-01-20","1,152.1200","1,170.6800","1,148.4200","1,161.2200","714,274,600.0000","8,101,520,000.0000"
"000827.SH","中证环保","2014-01-21","1,168.6800","1,168.7100","1,152.0100","1,152.1200","798,517,100.0000","8,505,970,000.0000"
"000827.SH","中证环保","2014-01-22","1,196.0800","1,196.1900","1,168.4000","1,168.6800","965,345,600.0000","10,935,420,000.0000"
"000827.SH","中证环保","2014-01-23","1,206.5100","1,211.9800","1,194.0800","1,196.0800","993,707,000.0000","11,200,830,000.0000"
"000827.SH","中证环保","2014-01-24","1,219.2900","1,223.6800","1,201.4400","1,206.5100","933,370,100.0000","11,198,500,000.0000"
"000827.SH","中证环保","2014-01-27","1,206.5500","1,218.8700","1,205.0200","1,219.2900","876,653,500.0000","10,730,560,000.0000"
"000827.SH","中证环保","2014-01-28","1,202.3300","1,214.3900","1,191.0600","1,206.5500","766,865,000.0000","9,445,900,000.0000"
"000827.SH","中证环保","2014-01-29","1,212.1600","1,215.2400","1,201.4900","1,202.3300","791,725,500.0000","9,323,550,000.0000"
"000827.SH","中证环保","2014-01-30","1,202.2700","1,211.6500","1,200.1100","1,212.1600","629,440,400.0000","7,732,210,000.0000"
"000827.SH","中证环保","2014-02-07","1,231.0100","1,231.1200","1,191.5500","1,202.2700","758,501,900.0000","9,241,490,000.0000"
"000827.SH","中证环保","2014-02-10","1,271.4800","1,271.5300","1,234.7900","1,231.0100","1,343,297,900.0000","16,844,410,000.0000"
"000827.SH","中证环保","2014-02-11","1,272.8200","1,288.9300","1,260.3600","1,271.4800","1,437,124,300.0000","18,044,270,000.0000"
"000827.SH","中证环保","2014-02-12","1,290.5600","1,292.0400","1,276.2600","1,272.8200","1,369,831,400.0000","17,532,300,000.0000"
"000827.SH","中证环保","2014-02-13","1,273.1400","1,298.9200","1,272.0300","1,290.5600","1,360,008,600.0000","17,722,700,000.0000"
"000827.SH","中证环保","2014-02-14","1,288.9500","1,288.9500","1,265.3500","1,273.1400","1,026,574,600.0000","13,043,590,000.0000"
"000827.SH","中证环保","2014-02-17","1,319.1300","1,319.3600","1,293.7800","1,288.9500","1,412,471,100.0000","18,492,190,000.0000"
"000827.SH","中证环保","2014-02-18","1,326.0600","1,330.9500","1,315.0900","1,319.1300","1,641,869,300.0000","20,460,940,000.0000"
"000827.SH","中证环保","2014-02-19","1,321.8800","1,332.5400","1,314.4400","1,326.0600","1,301,621,900.0000","16,123,960,000.0000"
"000827.SH","中证环保","2014-02-20","1,294.5000","1,324.5800","1,289.7100","1,321.8800","1,374,117,000.0000","16,340,430,000.0000"
"000827.SH","中证环保","2014-02-21","1,290.1800","1,300.8200","1,276.4000","1,294.5000","1,013,269,400.0000","12,225,210,000.0000"
"000827.SH","中证环保","2014-02-24","1,298.9000","1,298.9100","1,273.6600","1,290.1800","1,080,565,100.0000","13,711,160,000.0000"
