"代码","简称","时间","收盘价(元)","最高价(元)","最低价(元)","前收盘价(元)","成交量","成交金额(元)"
"399974.SZ","国企改革","2014-11-27","1,263.1710","1,263.2450","1,252.4960","1,259.4810","2,982,387,938.0000","37,821,645,421.0000"
"399974.SZ","国企改革","2014-11-28","1,262.1370","1,265.2670","1,249.1580","1,263.1710","3,230,199,288.0000","39,639,593,437.0000"
"399974.SZ","国企改革","2014-12-01","1,259.8860","1,265.6020","1,252.4810","1,262.1370","3,142,048,364.0000","38,500,520,440.0000"
"399974.SZ","国企改革","2014-12-02","1,284.0010","1,285.9120","1,255.9970","1,259.8860","3,065,630,356.0000","38,262,150,180.0000"
"399974.SZ","国企改革","2014-12-03","1,307.9040","1,310.7520","1,283.9130","1,284.0010","4,096,657,143.0000","52,952,103,073.0000"
"399974.SZ","国企改革","2014-12-04","1,339.1690","1,339.1780","1,310.4410","1,307.9040","4,231,714,158.0000","51,191,488,536.0000"
"399974.SZ","国企改革","2014-12-05","1,333.4760","1,353.5730","1,289.2250","1,339.1690","6,109,070,583.0000","69,116,094,028.0000"
"399974.SZ","国企改革","2014-12-08","1,367.1470","1,373.5370","1,322.9590","1,333.4760","4,456,039,698.0000","57,865,768,167.0000"
"399974.SZ","国企改革","2014-12-09","1,319.6650","1,410.5500","1,314.6150","1,367.1470","7,109,554,798.0000","89,810,962,938.0000"
"399974.SZ","国企改革","2014-12-10","1,378.9120","1,379.2940","1,315.7190","1,319.6650","4,568,794,162.0000","59,035,776,060.0000"
"399974.SZ","国企改革","2014-12-11","1,383.7770","1,399.8200","1,369.0090","1,378.9120","4,316,054,736.0000","55,449,384,861.0000"
"399974.SZ","国企改革","2014-12-12","1,387.5690","1,391.2180","1,376.7410","1,383.7770","3,191,489,572.0000","43,628,156,059.0000"
"399974.SZ","国企改革","2014-12-15","1,407.4000","1,410.1840","1,374.4150","1,387.5690","4,930,533,326.0000","57,270,670,494.0000"
"399974.SZ","国企改革","2014-12-16","1,423.3530","1,423.4110","1,404.9290","1,407.4000","5,511,195,960.0000","63,739,084,336.0000"
"399974.SZ","国企改革","2014-12-17","1,411.0520","1,425.0450","1,388.7770","1,423.3530","5,437,417,012.0000","63,531,659,564.0000"
"399974.SZ","国企改革","2014-12-18","1,417.8410","1,432.3710","1,404.1730","1,411.0520","5,543,844,945.0000","60,908,677,083.0000"
"399974.SZ","国企改革","2014-12-19","1,435.5660","1,435.8270","1,399.1450","1,417.8410","6,467,802,367.0000","68,633,898,012.0000"
"399974.SZ","国企改革","2014-12-22","1,398.5600","1,439.9230","1,388.1430","1,435.5660","6,716,039,678.0000","71,675,396,955.0000"
"399974.SZ","国企改革","2014-12-23","1,364.1940","1,396.5840","1,362.8250","1,398.5600","4,066,087,977.0000","43,845,827,676.0000"
"399974.SZ","国企改革","2014-12-24","1,361.5340","1,375.0740","1,347.7860","1,364.1940","3,927,889,636.0000","42,283,438,177.0000"
"399974.SZ","国企改革","2014-12-25","1,394.5540","1,394.8070","1,361.6280","1,361.5340","3,861,230,261.0000","42,993,366,103.0000"
"399974.SZ","国企改革","2014-12-26","1,419.9210","1,422.0460","1,392.5860","1,394.5540","4,837,652,328.0000","56,881,260,457.0000"
"399974.SZ","国企改革","2015-01-14","1,407.2100","1,421.9440","1,398.0870","1,419.9210","2,372,681,696.0000","30,920,813,899.0000"
"399974.SZ","国企改革","2015-01-15","1,429.8050","1,429.8050","1,403.6370","1,407.2100","2,598,703,649.0000","33,051,772,113.0000"
"399974.SZ","国企改革","2015-01-16","1,444.0250","1,447.5110","1,429.6140","1,429.8050","3,227,084,591.0000","39,811,506,115.0000"
"399974.SZ","国企改革","2015-01-19","1,358.6150","1,415.5590","1,345.0500","1,444.0250","4,039,600,167.0000","45,979,259,115.0000"
"399974.SZ","国企改革","2015-01-20","1,389.1700","1,389.7880","1,361.0610","1,358.6150","3,360,991,440.0000","41,769,945,600.0000"
"399974.SZ","国企改革","2015-01-21","1,432.3520","1,432.3950","1,392.9520","1,389.1700","3,758,335,456.0000","47,511,725,056.0000"
"399974.SZ","国企改革","2015-01-22","1,453.2310","1,454.8730","1,425.0260","1,432.3520","3,629,616,480.0000","46,792,593,152.0000"
"399974.SZ","国企改革","2015-01-23","1,448.0620","1,460.7990","1,443.5980","1,453.2310","3,666,993,504.0000","48,465,637,888.0000"
"399974.SZ","国企改革","2015-01-26","1,493.1040","1,495.2370","1,457.0740","1,448.0620","4,762,071,040.0000","69,539,663,872.0000"
"399974.SZ","国企改革","2015-01-27","1,491.8320","1,498.2390","1,468.1170","1,493.1040","4,886,554,368.0000","65,752,139,008.0000"
"399974.SZ","国企改革","2015-01-28","1,473.1570","1,495.4620","1,468.7060","1,491.8320","3,841,241,536.0000","51,209,008,384.0000"
"399974.SZ","国企改革","2015-01-29","1,457.0300","1,469.0980","1,450.6970","1,473.1570","3,070,200,608.0000","40,231,216,640.0000"
"399974.SZ","国企改革","2015-01-30","1,438.4340","1,469.5640","1,437.4490","1,457.0300","3,067,057,200.0000","38,379,026,944.0000"
"399974.SZ","国企改革","2015-02-02","1,416.6710","1,431.5110","1,409.5470","1,438.4340","2,789,814,368.0000","34,370,716,416.0000"
"399974.SZ","国企改革","2015-02-03","1,440.7260","1,440.8310","1,416.7500","1,416.6710","2,706,222,944.0000","35,093,927,168.0000"
"399974.SZ","国企改革","2015-02-04","1,428.6170","1,451.8410","1,427.8520","1,440.7260","2,979,132,464.0000","37,752,770,816.0000"
"399974.SZ","国企改革","2015-02-05","1,411.8270","1,448.0860","1,411.6110","1,428.6170","3,054,020,912.0000","39,382,408,192.0000"
"399974.SZ","国企改革","2015-02-06","1,393.8630","1,417.2060","1,386.5620","1,411.8270","2,679,587,552.0000","32,447,474,432.0000"
"399974.SZ","国企改革","2015-02-09","1,400.7040","1,412.7010","1,392.8860","1,393.8630","2,230,308,960.0000","32,537,806,592.0000"
"399974.SZ","国企改革","2015-02-10","1,417.9210","1,418.1260","1,399.9640","1,400.7040","1,943,253,488.0000","27,749,270,784.0000"
"399974.SZ","国企改革","2015-02-11","1,433.0730","1,433.4420","1,420.2290","1,417.9210","2,087,768,912.0000","27,976,582,912.0000"
"399974.SZ","国企改革","2015-02-12","1,440.3430","1,444.7460","1,427.3570","1,433.0730","2,584,560,576.0000","30,424,482,048.0000"
"399974.SZ","国企改革","2015-02-13","1,450.8160","1,464.2520","1,444.4920","1,440.3430","3,276,614,064.0000","38,847,175,168.0000"
"399974.SZ","国企改革","2015-02-16","1,474.9300","1,477.1790","1,453.3540","1,450.8160","3,313,357,120.0000","39,072,473,344.0000"
"399974.SZ","国企改革","2015-02-17","1,491.3110","1,494.7460","1,479.5920","1,474.9300","3,484,117,296.0000","39,508,294,400.0000"
"399974.SZ","国企改革","2015-02-25","1,486.6830","1,500.7380","1,480.6900","1,491.3110","3,161,315,184.0000","39,023,900,160.0000"
"399974.SZ","国企改革","2015-02-26","1,517.3580","1,517.7700","1,486.1370","1,486.6830","4,116,501,664.0000","49,953,962,496.0000"
"399974.SZ","国企改革","2015-02-27","1,530.8400","1,537.4810","1,519.5730","1,517.3580","4,886,048,512.0000","56,743,752,448.0000"
"399974.SZ","国企改革","2015-03-02","1,549.8380","1,550.1790","1,532.1520","1,530.8400","4,627,312,384.0000","58,253,144,320.0000"
"399974.SZ","国企改革","2015-03-03","1,528.7430","1,549.8800","1,527.1510","1,549.8380","4,779,225,088.0000","61,506,484,224.0000"
"399974.SZ","国企改革","2015-03-04","1,549.7240","1,550.3070","1,529.7500","1,528.7430","4,162,758,288.0000","55,016,619,776.0000"
"399974.SZ","国企改革","2015-03-05","1,539.7730","1,546.9110","1,530.7600","1,549.7240","3,866,269,216.0000","50,078,708,480.0000"
"399974.SZ","国企改革","2015-03-06","1,528.4400","1,546.9900","1,527.0560","1,539.7730","3,259,345,856.0000","43,546,997,248.0000"
"399974.SZ","国企改革","2015-03-09","1,546.0500","1,546.0500","1,513.1390","1,528.4400","3,573,989,264.0000","45,645,084,672.0000"
"399974.SZ","国企改革","2015-03-10","1,554.9790","1,563.4230","1,546.7400","1,546.0500","3,268,009,648.0000","43,797,597,184.0000"
"399974.SZ","国企改革","2015-03-11","1,550.1610","1,563.9690","1,544.9590","1,554.9790","3,013,493,264.0000","40,944,282,880.0000"
"399974.SZ","国企改革","2015-03-12","1,564.7500","1,565.2540","1,554.5310","1,550.1610","3,135,064,928.0000","41,387,918,592.0000"
"399974.SZ","国企改革","2015-03-13","1,575.2880","1,575.3380","1,566.2060","1,564.7500","3,145,765,840.0000","42,062,105,344.0000"
"399974.SZ","国企改革","2015-03-16","1,616.1800","1,616.1800","1,580.4700","1,575.2880","4,675,961,856.0000","62,046,591,744.0000"
"399974.SZ","国企改革","2015-03-17","1,648.6460","1,649.9290","1,620.2720","1,616.1800","6,550,581,248.0000","88,843,640,832.0000"
"399974.SZ","国企改革","2015-03-18","1,673.4020","1,673.4020","1,644.4890","1,648.6460","5,798,907,904.0000","78,746,497,024.0000"
"399974.SZ","国企改革","2015-03-19","1,676.1920","1,683.1700","1,660.5580","1,673.4020","5,968,096,768.0000","76,080,275,456.0000"
"399974.SZ","国企改革","2015-03-20","1,689.8230","1,689.9740","1,672.6460","1,676.1920","5,626,912,768.0000","81,779,195,904.0000"
"399974.SZ","国企改革","2015-03-23","1,719.2720","1,719.2720","1,695.8670","1,689.8230","5,712,571,904.0000","82,271,936,512.0000"
"399974.SZ","国企改革","2015-03-24","1,724.4140","1,732.5080","1,675.8420","1,719.2720","6,721,817,088.0000","97,002,033,152.0000"
"399974.SZ","国企改革","2015-03-25","1,724.0090","1,737.0530","1,711.4870","1,724.4140","5,650,157,312.0000","81,958,481,920.0000"
"399974.SZ","国企改革","2015-03-26","1,727.4520","1,740.3730","1,706.3480","1,724.0090","5,973,701,120.0000","82,475,196,416.0000"
"399974.SZ","国企改革","2015-03-27","1,737.7630","1,743.7540","1,720.0530","1,727.4520","5,421,557,248.0000","72,709,591,040.0000"
"399974.SZ","国企改革","2015-03-30","1,770.2590","1,774.7530","1,743.4260","1,737.7630","6,573,061,888.0000","88,009,658,368.0000"
"399974.SZ","国企改革","2015-03-31","1,755.0330","1,782.4500","1,751.7480","1,770.2590","6,361,515,264.0000","88,841,826,304.0000"
"399974.SZ","国企改革","2015-04-01","1,791.0930","1,793.9790","1,754.8340","1,755.0330","5,103,616,256.0000","69,686,427,648.0000"
"399974.SZ","国企改革","2015-04-02","1,806.9550","1,807.5530","1,782.3660","1,791.0930","5,510,298,368.0000","77,194,313,728.0000"
"399974.SZ","国企改革","2015-04-03","1,831.9070","1,832.8190","1,792.8770","1,806.9550","5,487,192,576.0000","82,239,352,832.0000"
"399974.SZ","国企改革","2015-04-07","1,857.0760","1,857.2390","1,833.1760","1,831.9070","5,790,383,872.0000","87,871,950,848.0000"
"399974.SZ","国企改革","2015-04-08","1,844.2000","1,861.7330","1,814.4760","1,857.0760","5,927,001,344.0000","91,352,858,624.0000"
"399974.SZ","国企改革","2015-04-09","1,831.9810","1,848.2610","1,787.2850","1,844.2000","5,862,690,304.0000","88,424,480,768.0000"
"399974.SZ","国企改革","2015-04-10","1,872.5750","1,875.7520","1,818.8110","1,831.9810","5,199,697,408.0000","75,702,333,440.0000"
"399974.SZ","国企改革","2015-04-13","1,900.7850","1,905.6430","1,864.1300","1,872.5750","5,649,222,144.0000","85,150,597,120.0000"
"399974.SZ","国企改革","2015-04-14","1,912.0210","1,926.0680","1,884.5820","1,900.7850","6,310,880,256.0000","93,851,676,672.0000"
"399974.SZ","国企改革","2015-04-15","1,853.3760","1,905.3940","1,853.3440","1,912.0210","6,219,100,160.0000","89,338,744,832.0000"
"399974.SZ","国企改革","2015-04-16","1,898.4830","1,909.4440","1,822.1870","1,853.3760","5,959,858,432.0000","81,959,641,088.0000"
"399974.SZ","国企改革","2015-04-17","1,943.6310","1,954.7460","1,914.4780","1,898.4830","7,453,720,832.0000","108,488,785,920.0000"
"399974.SZ","国企改革","2015-04-20","1,942.8490","1,991.2290","1,911.2550","1,943.6310","9,601,495,808.0000","140,989,861,888.0000"
"399974.SZ","国企改革","2015-04-21","1,997.3900","1,998.7620","1,950.4230","1,942.8490","7,812,854,784.0000","120,100,196,352.0000"
"399974.SZ","国企改革","2015-04-22","2,053.7820","2,058.1890","2,006.0280","1,997.3900","7,982,864,640.0000","127,043,256,320.0000"
"399974.SZ","国企改革","2015-04-23","2,075.5560","2,088.2360","2,044.6900","2,053.7820","7,019,578,368.0000","111,744,053,248.0000"
"399974.SZ","国企改革","2015-04-24","2,098.1090","2,109.5370","2,058.8650","2,075.5560","7,565,586,176.0000","124,790,992,896.0000"
"399974.SZ","国企改革","2015-04-27","2,139.4550","2,156.3120","2,112.0990","2,098.1090","7,855,503,616.0000","126,577,451,008.0000"
"399974.SZ","国企改革","2015-04-28","2,089.4780","2,144.6060","2,072.4900","2,139.4550","8,247,986,432.0000","130,817,802,240.0000"
"399974.SZ","国企改革","2015-04-29","2,126.5380","2,135.8800","2,068.8490","2,089.4780","6,740,921,856.0000","108,174,102,528.0000"
"399974.SZ","国企改革","2015-04-30","2,121.4340","2,149.8190","2,120.9740","2,126.5380","5,808,966,912.0000","92,292,431,872.0000"
"399974.SZ","国企改革","2015-05-04","2,150.4950","2,159.2750","2,107.3040","2,121.4340","6,747,372,800.0000","109,155,741,696.0000"
"399974.SZ","国企改革","2015-05-05","2,052.0860","2,149.0720","2,047.4190","2,150.4950","6,814,561,280.0000","110,940,676,096.0000"
"399974.SZ","国企改革","2015-05-06","2,016.1350","2,080.6230","1,993.6950","2,052.0860","5,620,655,104.0000","89,071,980,544.0000"
"399974.SZ","国企改革","2015-05-07","1,961.8890","2,014.4560","1,958.5060","2,016.1350","4,548,056,320.0000","69,063,565,312.0000"
"399974.SZ","国企改革","2015-05-08","2,012.3240","2,012.5110","1,958.0030","1,961.8890","4,864,347,904.0000","75,157,155,840.0000"
"399974.SZ","国企改革","2015-05-11","2,079.4630","2,079.9200","2,005.8920","2,012.3240","5,756,897,280.0000","93,305,794,560.0000"
"399974.SZ","国企改革","2015-05-12","2,134.4900","2,134.4900","2,074.7210","2,079.4630","6,579,997,440.0000","111,267,446,784.0000"
"399974.SZ","国企改革","2015-05-13","2,128.0010","2,153.8830","2,113.0060","2,134.4900","6,128,929,024.0000","108,703,903,744.0000"
"399974.SZ","国企改革","2015-05-14","2,118.6320","2,138.1800","2,104.6680","2,128.0010","5,076,820,224.0000","84,114,509,824.0000"
"399974.SZ","国企改革","2015-05-15","2,086.9550","2,111.5980","2,062.5960","2,118.6320","4,715,810,560.0000","79,297,519,616.0000"
"399974.SZ","国企改革","2015-05-18","2,088.6620","2,103.9680","2,069.3890","2,086.9550","4,430,435,840.0000","76,456,476,672.0000"
"399974.SZ","国企改革","2015-05-19","2,141.8260","2,144.4220","2,090.8770","2,088.6620","4,871,770,624.0000","84,416,372,736.0000"
"399974.SZ","国企改革","2015-05-20","2,166.8340","2,204.5850","2,151.8380","2,141.8260","6,169,153,792.0000","106,554,941,440.0000"
"399974.SZ","国企改革","2015-05-21","2,227.4970","2,227.8830","2,168.1450","2,166.8340","5,679,276,544.0000","96,550,445,056.0000"
"399974.SZ","国企改革","2015-05-22","2,275.4740","2,276.1020","2,224.3830","2,227.4970","7,731,629,312.0000","130,948,390,912.0000"
"399974.SZ","国企改革","2015-05-25","2,362.6990","2,362.9950","2,264.4600","2,275.4740","7,778,985,728.0000","139,633,029,120.0000"
"399974.SZ","国企改革","2015-05-26","2,427.8630","2,432.8570","2,356.8270","2,362.6990","7,834,795,520.0000","145,953,083,392.0000"
"399974.SZ","国企改革","2015-05-27","2,441.8630","2,455.6050","2,389.5720","2,427.8630","8,227,368,448.0000","156,649,885,696.0000"
"399974.SZ","国企改革","2015-05-28","2,275.7630","2,466.8150","2,274.4140","2,441.8630","8,788,841,984.0000","157,947,289,600.0000"
"399974.SZ","国企改革","2015-05-29","2,297.6550","2,339.8340","2,177.9730","2,275.7630","6,452,323,328.0000","114,917,969,920.0000"
"399974.SZ","国企改革","2015-06-01","2,416.7720","2,416.8390","2,309.5360","2,297.6550","5,908,516,096.0000","114,753,511,424.0000"
"399974.SZ","国企改革","2015-06-02","2,502.2170","2,502.2170","2,424.4270","2,416.7720","6,523,088,384.0000","126,745,378,816.0000"
"399974.SZ","国企改革","2015-06-03","2,493.6150","2,514.6020","2,435.1980","2,502.2170","6,604,513,280.0000","128,504,209,408.0000"
"399974.SZ","国企改革","2015-06-04","2,468.9910","2,495.6890","2,318.3310","2,493.6150","6,499,544,320.0000","120,688,332,800.0000"
"399974.SZ","国企改革","2015-06-05","2,512.2210","2,531.9460","2,450.5790","2,468.9910","8,352,257,536.0000","153,412,661,248.0000"
"399974.SZ","国企改革","2015-06-08","2,545.6940","2,551.5150","2,480.4490","2,512.2210","8,627,307,520.0000","160,719,740,928.0000"
"399974.SZ","国企改革","2015-06-09","2,563.8860","2,576.3230","2,524.9740","2,545.6940","8,070,267,392.0000","148,391,346,176.0000"
"399974.SZ","国企改革","2015-06-10","2,592.3940","2,627.5340","2,514.8880","2,563.8860","6,580,076,288.0000","130,636,390,400.0000"
"399974.SZ","国企改革","2015-06-11","2,601.9480","2,604.0470","2,554.3090","2,592.3940","5,919,841,024.0000","118,246,735,872.0000"
"399974.SZ","国企改革","2015-06-12","2,637.5770","2,649.7530","2,606.8480","2,601.9480","5,915,485,440.0000","118,585,188,352.0000"
"399974.SZ","国企改革","2015-06-15","2,598.6540","2,656.3280","2,593.2190","2,637.5770","7,261,065,216.0000","139,504,766,976.0000"
"399974.SZ","国企改革","2015-06-16","2,506.2350","2,575.2160","2,482.5820","2,598.6540","6,549,887,488.0000","116,958,855,168.0000"
"399974.SZ","国企改革","2015-06-17","2,550.9010","2,558.5950","2,441.7850","2,506.2350","6,296,297,728.0000","108,729,982,976.0000"
"399974.SZ","国企改革","2015-06-18","2,471.2360","2,564.7770","2,466.8200","2,550.9010","5,756,901,632.0000","104,533,643,264.0000"
"399974.SZ","国企改革","2015-06-19","2,307.1720","2,440.1290","2,306.2280","2,471.2360","5,022,298,624.0000","88,251,113,472.0000"
"399974.SZ","国企改革","2015-06-23","2,345.3000","2,345.4690","2,176.3250","2,307.1720","5,246,908,672.0000","90,330,222,592.0000"
"399974.SZ","国企改革","2015-06-24","2,415.7880","2,416.3810","2,339.7600","2,345.3000","6,301,060,608.0000","115,012,325,376.0000"
"399974.SZ","国企改革","2015-06-25","2,316.4060","2,429.5850","2,285.5710","2,415.7880","7,571,325,440.0000","136,981,344,256.0000"
"399974.SZ","国企改革","2015-06-26","2,120.3020","2,255.5440","2,109.7220","2,316.4060","6,604,363,008.0000","106,975,461,376.0000"
"399974.SZ","国企改革","2015-06-29","2,002.3730","2,169.6150","1,944.6390","2,120.3020","7,937,035,520.0000","122,104,467,456.0000"
"399974.SZ","国企改革","2015-06-30","2,111.9690","2,115.6820","1,868.9470","2,002.3730","8,526,198,272.0000","126,386,679,808.0000"
"399974.SZ","国企改革","2015-07-01","1,992.8230","2,151.4140","1,985.8790","2,111.9690","7,746,652,928.0000","117,270,323,200.0000"
"399974.SZ","国企改革","2015-07-02","1,862.2800","2,000.8110","1,845.4700","1,992.8230","6,917,134,080.0000","97,490,345,984.0000"
"399974.SZ","国企改革","2015-07-03","1,731.7570","1,881.9260","1,713.6820","1,862.2800","6,331,707,904.0000","82,306,953,216.0000"
"399974.SZ","国企改革","2015-07-06","1,719.7400","1,866.7780","1,648.2190","1,731.7570","9,459,146,752.0000","116,837,986,304.0000"
"399974.SZ","国企改革","2015-07-07","1,618.1610","1,674.8910","1,591.8200","1,719.7400","8,004,293,888.0000","91,037,233,152.0000"
"399974.SZ","国企改革","2015-07-08","1,510.9620","1,538.1060","1,494.4320","1,618.1610","8,853,913,856.0000","96,309,460,992.0000"
"399974.SZ","国企改革","2015-07-09","1,616.4510","1,619.4210","1,460.7700","1,510.9620","8,284,332,288.0000","88,023,695,360.0000"
"399974.SZ","国企改革","2015-07-10","1,731.1010","1,736.4110","1,650.0170","1,616.4510","6,727,842,816.0000","76,803,575,808.0000"
"399974.SZ","国企改革","2015-07-13","1,841.9780","1,849.0400","1,762.2620","1,731.1010","7,906,528,512.0000","100,789,391,360.0000"
"399974.SZ","国企改革","2015-07-14","1,834.8050","1,915.0010","1,809.1800","1,841.9780","8,340,898,816.0000","112,682,430,464.0000"
"399974.SZ","国企改革","2015-07-15","1,718.4290","1,822.2530","1,706.3350","1,834.8050","6,589,954,304.0000","85,540,913,152.0000"
"399974.SZ","国企改革","2015-07-16","1,755.7620","1,791.7520","1,651.4090","1,718.4290","5,980,244,224.0000","76,392,878,080.0000"
"399974.SZ","国企改革","2015-07-17","1,851.1660","1,864.2350","1,764.3150","1,755.7620","5,910,813,440.0000","79,575,056,384.0000"
"399974.SZ","国企改革","2015-07-20","1,881.0630","1,907.5860","1,834.9120","1,851.1660","6,854,680,064.0000","97,031,815,168.0000"
"399974.SZ","国企改革","2015-07-21","1,894.1840","1,914.9980","1,837.4720","1,881.0630","6,070,798,848.0000","86,661,570,560.0000"
"399974.SZ","国企改革","2015-07-22","1,920.8070","1,929.0820","1,860.5190","1,894.1840","6,153,157,376.0000","90,117,435,392.0000"
"399974.SZ","国企改革","2015-07-23","1,985.5230","1,994.7860","1,927.7810","1,920.8070","6,975,342,592.0000","103,186,857,984.0000"
"399974.SZ","国企改革","2015-07-24","1,961.2230","2,034.2620","1,941.7340","1,985.5230","7,777,224,192.0000","120,477,741,056.0000"
"399974.SZ","国企改革","2015-07-27","1,809.2900","1,983.8990","1,807.2490","1,961.2230","7,573,751,296.0000","112,700,907,520.0000"
"399974.SZ","国企改革","2015-07-28","1,797.3180","1,846.1540","1,690.3950","1,809.2900","7,419,596,032.0000","100,715,565,056.0000"
"399974.SZ","国企改革","2015-07-29","1,880.4010","1,880.8860","1,765.1980","1,797.3180","5,789,259,520.0000","81,860,816,896.0000"
"399974.SZ","国企改革","2015-07-30","1,834.2490","1,924.7200","1,824.2170","1,880.4010","6,448,808,960.0000","97,169,645,568.0000"
"399974.SZ","国企改革","2015-07-31","1,801.5140","1,844.5700","1,779.8210","1,834.2490","4,711,181,056.0000","67,130,364,160.0000"
"399974.SZ","国企改革","2015-08-03","1,761.1860","1,792.9260","1,726.5290","1,801.5140","4,462,545,408.0000","59,966,615,040.0000"
"399974.SZ","国企改革","2015-08-04","1,848.9230","1,849.0240","1,759.6430","1,761.1860","4,419,729,152.0000","62,073,106,176.0000"
"399974.SZ","国企改革","2015-08-05","1,830.8180","1,877.7310","1,813.7020","1,848.9230","5,220,200,448.0000","76,242,415,616.0000"
"399974.SZ","国企改革","2015-08-06","1,811.2820","1,842.3740","1,784.9750","1,830.8180","3,773,876,000.0000","55,750,254,080.0000"
"399974.SZ","国企改革","2015-08-07","1,863.7730","1,869.4550","1,831.1280","1,811.2820","4,477,262,080.0000","66,920,864,256.0000"
"399974.SZ","国企改革","2015-08-10","1,971.9700","1,980.4430","1,895.9100","1,863.7730","6,126,937,088.0000","95,188,975,616.0000"
"399974.SZ","国企改革","2015-08-11","1,980.5040","2,011.9490","1,966.2160","1,971.9700","7,717,197,568.0000","121,639,624,704.0000"
"399974.SZ","国企改革","2015-08-12","1,973.6330","2,001.4740","1,954.7840","1,980.5040","5,921,672,960.0000","94,902,587,392.0000"
"399974.SZ","国企改革","2015-08-13","2,027.9850","2,028.2310","1,954.7260","1,973.6330","5,798,654,464.0000","94,643,912,704.0000"
"399974.SZ","国企改革","2015-08-14","2,049.4600","2,067.3250","2,026.3140","2,027.9850","6,295,326,464.0000","103,084,703,744.0000"
"399974.SZ","国企改革","2015-08-17","2,084.8410","2,093.6450","2,029.2900","2,049.4600","5,560,523,776.0000","93,761,617,920.0000"
"399974.SZ","国企改革","2015-08-18","1,927.2220","2,091.3050","1,923.3260","2,084.8410","5,766,342,656.0000","96,861,880,320.0000"
"399974.SZ","国企改革","2015-08-19","1,958.0410","1,977.4690","1,816.2520","1,927.2220","5,740,804,096.0000","88,771,035,136.0000"
"399974.SZ","国企改革","2015-08-20","1,870.9430","1,947.3510","1,870.6170","1,958.0410","4,861,018,880.0000","70,716,649,472.0000"
"399974.SZ","国企改革","2015-08-21","1,774.6970","1,868.1530","1,765.4880","1,870.9430","4,771,858,432.0000","67,726,670,336.0000"
"399974.SZ","国企改革","2015-08-24","1,629.8020","1,703.8230","1,627.3330","1,774.6970","4,427,255,552.0000","55,859,950,080.0000"
"399974.SZ","国企改革","2015-08-25","1,504.5940","1,567.6840","1,500.8810","1,629.8020","4,696,037,632.0000","54,678,631,168.0000"
"399974.SZ","国企改革","2015-08-26","1,456.8790","1,565.2440","1,436.4140","1,504.5940","6,378,956,032.0000","72,458,010,624.0000"
"399974.SZ","国企改革","2015-08-27","1,533.5000","1,534.0690","1,434.6620","1,456.8790","6,036,894,464.0000","68,933,808,128.0000"
"399974.SZ","国企改革","2015-08-28","1,630.1040","1,632.7010","1,552.3230","1,533.5000","6,309,120,256.0000","78,023,323,648.0000"
"399974.SZ","国企改革","2015-08-31","1,613.1310","1,620.2230","1,570.7350","1,630.1040","5,973,267,712.0000","73,065,963,520.0000"
"399974.SZ","国企改革","2015-09-01","1,550.2170","1,586.0290","1,502.4030","1,613.1310","6,035,032,064.0000","66,678,594,304.0000"
"399974.SZ","国企改革","2015-09-02","1,531.3520","1,574.9970","1,467.0050","1,550.2170","5,995,332,608.0000","66,927,360,000.0000"
"399974.SZ","国企改革","2015-09-07","1,507.0550","1,587.7070","1,496.5410","1,531.3520","4,841,391,872.0000","57,835,357,952.0000"
"399974.SZ","国企改革","2015-09-08","1,559.8350","1,565.4610","1,459.4440","1,507.0550","3,751,585,328.0000","43,781,272,320.0000"
"399974.SZ","国企改革","2015-09-09","1,603.9330","1,619.1810","1,562.3950","1,559.8350","5,767,043,072.0000","73,710,755,840.0000"
"399974.SZ","国企改革","2015-09-10","1,580.8260","1,612.3900","1,568.4600","1,603.9330","4,126,985,568.0000","51,731,993,856.0000"
"399974.SZ","国企改革","2015-09-11","1,591.9390","1,600.9340","1,565.1670","1,580.8260","3,102,398,512.0000","40,488,096,000.0000"
"399974.SZ","国企改革","2015-09-14","1,518.4550","1,618.5170","1,483.6710","1,591.9390","4,873,720,576.0000","61,241,998,336.0000"
"399974.SZ","国企改革","2015-09-15","1,435.3850","1,504.0260","1,429.1830","1,518.4550","3,386,172,464.0000","38,077,357,056.0000"
"399974.SZ","国企改革","2015-09-16","1,527.0340","1,537.1810","1,427.7240","1,435.3850","3,876,500,848.0000","44,491,242,240.0000"
"399974.SZ","国企改革","2015-09-17","1,491.4500","1,565.0690","1,491.4500","1,527.0340","4,517,403,648.0000","55,331,645,184.0000"
"399974.SZ","国企改革","2015-09-18","1,499.3720","1,511.3440","1,475.7050","1,491.4500","3,000,577,040.0000","36,512,769,024.0000"
"399974.SZ","国企改革","2015-09-21","1,545.7020","1,545.9080","1,475.5990","1,499.3720","4,045,361,584.0000","49,696,173,568.0000"
"399974.SZ","国企改革","2015-09-22","1,552.9720","1,570.6020","1,536.3830","1,545.7020","3,973,327,632.0000","49,803,348,224.0000"
"399974.SZ","国企改革","2015-09-23","1,526.9210","1,549.4700","1,514.2430","1,552.9720","3,784,254,160.0000","41,786,219,008.0000"
"399974.SZ","国企改革","2015-09-24","1,542.1670","1,545.8720","1,523.1760","1,526.9210","3,335,288,560.0000","38,749,846,272.0000"
"399974.SZ","国企改革","2015-09-25","1,501.1740","1,551.8910","1,489.6240","1,542.1670","3,649,689,328.0000","41,167,647,232.0000"
"399974.SZ","国企改革","2015-09-28","1,512.0070","1,513.7450","1,472.5430","1,501.1740","2,268,316,512.0000","26,255,608,576.0000"
